,stop_name,Ward_name
1904,STEELES AVE EAST AT LESLIE ST,outside_wards
1905,LAWRENCE AVE EAST AT PHARMACY AVE,Scarborough Centre
1906,COMMANDER BLVD AT HUNTINGWOOD DR,Scarborough North
1907,LAWSON RD AT CENTENNIAL RD,Scarborough-Rouge Park
1908,ROGERS RD AT KANE AVE,York South-Weston
1909,DANFORTH AVE AT LEYTON AVE,Scarborough Southwest
1910,BAYVIEW AVE AT NEWTON DR,Willowdale
1911,BLOOR ST WEST AT SOUTH KINGSWAY,Parkdale-High Park
1912,LAKE SHORE BLVD WEST AT THIRTY NINTH ST WEST SIDE,Etobicoke-Lakeshore
1913,DUFFERIN ST AT BILLY BISHOP WAY NORTH SIDE,York Centre
1914,CALEDONIA RD AT SUMMIT AVE SOUTH SIDE,Davenport
1915,CURITY AVE AT CRANFIELD RD SOUTH SIDE,Beaches-East York
1916,LAWSON RD AT CEDARVIEW DR EAST SIDE,Scarborough-Rouge Park
1917,BLOOR ST WEST AT MANNING AVE,University-Rosedale
1918,HARBORD ST AT GRACE ST,University-Rosedale
1919,HUMBER BLVD AT CLIFF ST,York South-Weston
1920,NORTHOVER ST AT SLATER CRT,York Centre
1921,COSBURN AVE AT WOODBINE AVE,Beaches-East York
1922,ISLINGTON AVE AT LEDUC DR SOUTH SIDE,Etobicoke North
1923,SIGNET DR AT FINCH AVE WEST SOUTH SIDE,Humber River-Black Creek
1924,DON MILLS RD AT FARMCOTE RD NORTH SIDE,Don Valley East
1925,KINGSTON RD AT WHITECAP BLVD EAST SIDE,Scarborough Southwest
1926,DUNDAS ST EAST AT SHERBOURNE ST,Toronto Centre
1927,ELLESMERE RD AT DOLLY VARDEN BLVD,Scarborough-Guildwood
1928,THE EAST MALL AT WEST DEANE PARK DR SOUTH SIDE,Etobicoke Centre
1929,SHEPPARD AVE EAST AT SCUNTHORPE RD,Scarborough North
1930,BERMONDSEY RD AT SUNRISE AVE,Beaches-East York
1931,THE QUEENSWAY AT HOLBROOKE AVE,Etobicoke-Lakeshore
1932,WELLESLEY ST EAST AT JARVIS ST,Toronto Centre
1933,YONGE ST AT CASTLEFIELD AVE,Don Valley West
1934,SCARLETT RD AT SCARLETTWOOD CRT NORTH SIDE,Etobicoke Centre
1935,VICTORIA PARK AVE AT RUSCICA DR,Don Valley East
1936,REXDALE BLVD AT FROST ST,Etobicoke North
1937,PARKSIDE DR AT GEOFFREY ST,Parkdale-High Park
1938,ROGERS RD AT CALEDONIA RD,Davenport
1939,KIPLING AVE AT TORLAKE CRES (SOUTH),Etobicoke-Lakeshore
1940,RANGOON RD AT ERINGATE DR,Etobicoke Centre
1941,MARTIN GROVE RD AT PORTERFIELD RD,Etobicoke North
1942,EASTDALE AVE AT SECORD AVE,Beaches-East York
1943,STEELES AVE EAST AT WILLOWDALE AVE,outside_wards
1944,WILLOWDALE AVE AT FINCH AVE EAST,Willowdale
1945,OPPOSITE 4355-4363 JANE ST,Humber River-Black Creek
1946,WYNFORD DR AT WYNFORD HEIGHTS CRES SOUTH SIDE,Don Valley East
1947,ROCKCLIFFE BLVD AT LAMBTON AVE,York South-Weston
1948,WESTON RD AT ROGERS RD,York South-Weston
1949,CARLTON ST AT SHERBOURNE ST,Toronto Centre
1950,VAUGHAN RD AT ARLINGTON AVE,Toronto-St. Paul's
1951,THE LINKS RD AT LORD SEATON RD,Don Valley West
1952,LAWRENCE AVE WEST AT PIMLICO RD WEST SIDE,York South-Weston
1953,NEILSON RD AT OAKMEADOW BLVD (NORTH),Scarborough-Guildwood
1954,LAWRENCE AVE EAST AT BARRYMORE RD,Scarborough Centre
1955,THE WESTWAY AT BROUGHAM CRES,Etobicoke Centre
1956,KINGSTON RD AT MIDLAND AVE WEST SIDE,Scarborough Southwest
1957,EAST AVE AT TUDOR GLEN CRES,Scarborough-Rouge Park
1958,COLLEGE ST AT BEVERLEY ST,University-Rosedale
1959,DUNDAS ST EAST AT ONTARIO ST,Toronto Centre
1960,SCARLETT RD AT EILEEN AVE,York South-Weston
1961,EGLINTON AVE EAST AT HOYLE AVE,Don Valley West
1962,EVANS AVE AT TREEVIEW DR,Etobicoke-Lakeshore
1963,COXWELL AVE AT QUEEN ST EAST,Beaches-East York
1964,NORFINCH DR AT FINCH AVE WEST,Humber River-Black Creek
1965,PHARMACY AVE AT EGLINTON AVE EAST,Scarborough Centre
1966,MORNINGVIEW TRAIL AT LITTLES RD,Scarborough-Rouge Park
1967,LAWRENCE AVE EAST AT MCCOWAN RD SCARBOUROUGH GENERAL HOSPITAL,Scarborough Centre
1968,3480 MCNICOLL AVE,Scarborough North
1969,BROWN'S LINE AT JELLICOE AVE,Etobicoke-Lakeshore
1970,SENLAC RD AT ELLERSLIE AVE,Willowdale
1971,WESTON RD AT CORAL GABLE DR,Humber River-Black Creek
1972,HUNTINGWOOD DR AT WARDEN AVE,Scarborough-Agincourt
1973,RUNNYMEDE RD AT BLOOR ST WEST NORTH SIDE,Parkdale-High Park
1974,FINCH AVE EAST AT CHEROKEE BLVD,Don Valley North
1975,MARKHAM RD AT EDWARD JEFFREYS AVE,outside_wards
1976,DON MILLS RD AT CLOCK TOWER RD,Don Valley East
1977,KIPLING AVE AT WINGROVE HILL,Etobicoke Centre
1978,PROGRESS AVE AT BRIMLEY RD,Scarborough Centre
1979,WILSON AVE AT RIDGE RD EAST SIDE,York Centre
1980,CRESCENT RD AT MT PLEASANT RD,University-Rosedale
1981,OPPOSITE 715 MILNER AVE (HONDA PLANT-EAST ENTRANCE),Scarborough-Rouge Park
1982,DONLANDS AVE AT MORTIMER AVE,Toronto-Danforth
1983,STEELES AVE WEST AT GERRY FITZGERALD DR,York Centre
1984,124 MILNER AVE,Scarborough North
1985,JANE ST AT GILTSPUR DR NORTH SIDE,York Centre
1986,GLENCAIRN STATION,Eglinton-Lawrence
1987,TOURNAMENT DR AT THE LINKS RD,Don Valley West
1988,PINE ST AT LAWRENCE AVE WEST,York South-Weston
1989,EGLINTON AVE WEST AT BICKNELL AVE EAST SIDE (YORK CIVIC CTR),York South-Weston
1990,SHEPPARD AVE EAST AT GREENBRIAR RD,Don Valley North
1991,BIRCHMOUNT RD AT RANSTONE GARDENS,Scarborough Centre
1992,WARDEN AVE AT DANUBE DR,Scarborough Centre
1993,OPPOSITE 3689 WESTON RD,Humber River-Black Creek
1994,NUGGET AVE AT SHORTING RD,Scarborough North
1995,LAIRD DR AT COMMERCIAL RD NORTH SIDE,Don Valley West
1996,FINCH AVE EAST AT AU LARGE BLVD (SENECA COLLEGE),Don Valley North
1997,FINCH AVE WEST AT WALKWAY TO FARR AVE,Etobicoke North
1998,BROOKLAWN AVE AT SLOLEY RD,Scarborough Southwest
1999,YONGE ST AT CHAPLIN CRES,Toronto-St. Paul's
2000,RUNNYMEDE RD AT BLOOR ST WEST SOUTH SIDE,Parkdale-High Park
2001,GRANTBROOK ST AT HENDON AVE,Willowdale
2002,MARTIN GROVE RD AT WINTERTON DR,Etobicoke Centre
2003,ELLESMERE RD AT MIDLAND AVE,Scarborough Centre
2004,BROADVIEW AVE AT DANFORTH AVE,Toronto-Danforth
2005,KINGSTON RD AT WOOD GLEN RD,Scarborough Southwest
2006,KINGSTON RD AT CLIFFSIDE DR,Scarborough Southwest
2007,MARKHAM RD AT SPRINGDALE ST,outside_wards
2008,BRIMORTON DR AT ORTON PARK RD,Scarborough-Guildwood
2009,EGLINTON AVE EAST AT DON VALLEY PKWY WEST SIDE,Don Valley East
2010,DANFORTH AVE AT JONES AVE,Toronto-Danforth
2011,MARTIN ROSS AVE AT FLINT RD,York Centre
2012,MARTIN GROVE RD AT JEFFCOAT DR,Etobicoke North
2013,LAWRENCE AVE WEST AT WESTONA ST WEST SIDE,Etobicoke Centre
2014,SPADINA RD AT ARCHER RD,Toronto-St. Paul's
2015,HUMBER COLLEGE BLVD AT JOHN GARLAND BLVD,Etobicoke North
2016,AVENUE RD AT LYTTON BLVD,Eglinton-Lawrence
2017,SECORD AVE AT BARRINGTON AVE,Beaches-East York
2018,BRENYON WAY AT JOHN TABOR TRAIL,Scarborough-Rouge Park
2019,BATHURST ST AT YORK DOWNS DR,York Centre
2020,BRENYON WAY AT WALKWAY TO JOHN TABOR TRAIL,Scarborough-Rouge Park
2021,O'CONNOR DR AT BINSWOOD AVE WEST SIDE,Beaches-East York
2022,BELFIELD RD AT MARTIN GROVE RD,Etobicoke North
2023,CHRISTIE ST AT BENSON AVE,Toronto-St. Paul's
2024,FINCH AVE EAST AT WARDEN AVE,Scarborough-Agincourt
2025,SHEPPARD AVE WEST AT OAKDALE RD,Humber River-Black Creek
2026,MT PLEASANT RD AT MERTON ST,Don Valley West
2027,LITTLES RD AT MORNINGVIEW TRAIL,Scarborough-Rouge Park
2028,SCARLETT RD AT CRANE AVE,Etobicoke Centre
2029,JANE ST AT BEVERLY HILLS DR,Humber River-Black Creek
2030,OPPOSITE 88 PARK LAWN RD,Etobicoke-Lakeshore
2031,ST REGIS CRES (SOUTH) AT BAKERSFIELD ST,York Centre
2032,PARKSIDE DR AT ALGONQUIN AVE,Parkdale-High Park
2033,MARKHAM RD AT NASHDENE RD,Scarborough North
2034,WEST SERVICE RD AT ST ALBANS RD NORTH SIDE,Etobicoke-Lakeshore
2035,SUPERTEST RD AT FLINT RD,York Centre
2036,KIPLING AVE AT RATHBURN RD,Etobicoke Centre
2037,BLOOR ST EAST AT CHURCH ST,University-Rosedale
2038,ST CLAIR AVE EAST AT WARDEN AVE WEST SIDE,Scarborough Southwest
2039,BANNATYNE DR AT DUNLACE DR,Don Valley West
2040,PARKWOODS VILLAGE DR AT COMBERMERE DR NORTH SIDE,Don Valley East
2041,MIDLAND AVE AT MILLBRIDGE GATE SOUTH SIDE,Scarborough Centre
2042,MARTIN GROVE RD AT NOTTINGHILL GATE SOUTH SIDE,Etobicoke Centre
2043,AVENUE RD AT MELROSE AVE,Eglinton-Lawrence
2044,UNDERHILL DR AT ROANOKE RD NORTH SIDE,Don Valley East
2045,LANSDOWNE AVE AT LAPPIN AVE,Davenport
2046,WARDEN AVE AT FINCH AVE EAST,Scarborough-Agincourt
2047,SHEPPARD AVE EAST AT WATER TOWER GATE,Scarborough-Rouge Park
2048,MCNICOLL AVE AT KENNEDY RD,Scarborough-Agincourt
2049,ARROW RD AT DEERHIDE CRES (SOUTH),Humber River-Black Creek
2050,SHEPPARD AVE EAST AT BUCHAN CRT,Don Valley North
2051,PROGRESS AVE AT MIDLAND AVE,Scarborough Centre
2052,DUNDAS ST WEST AT BAY ST,Spadina-Fort York
2053,1900 SHEPPARD AVE EAST,Don Valley North
2054,MORNINGSIDE AVE AT JOHN STONER DR,Scarborough-Rouge Park
2055,UPPER CANADA DR AT ALDERSHOT CRES,Don Valley West
2056,PHARMACY AVE AT ALVINSTON RD NORTH SIDE,Scarborough Southwest
2057,BINGHAM AVE AT KINGSTON RD,Beaches-East York
2058,HENRIETTA ST AT CASTLETON AVE,York South-Weston
2059,THE EAST MALL AT KEANE AVE,Etobicoke Centre
2060,GREENWOOD AVE AT ATHLETIC AVE,Toronto-Danforth
2061,OSSINGTON AVE AT COLLEGE ST,Davenport
2062,BRIMLEY RD AT GULLY DR,Scarborough Centre
2063,175 CALEDONIA RD,Davenport
2064,WOODBINE AVE AT QUEEN ST EAST NORTH SIDE,Beaches-East York
2065,RANNOCK ST AT PHARMACY AVE,Scarborough Centre
2066,BIRCHMOUNT RD AT FOXRIDGE DR SOUTH SIDE,Scarborough Southwest
2067,ELLESMERE RD AT NEILSON RD (SCARBOROUGH CENTENARY HOSPITAL),Scarborough-Guildwood
2068,COLLEGE ST AT BORDEN ST,University-Rosedale
2069,ST CLAIR AVE WEST AT DUFFERIN ST,Davenport
2070,RATHBURN RD AT RAVENSCREST DR,Etobicoke Centre
2071,KIPLING AVE AT THE QUEENSWAY SOUTH SIDE,Etobicoke-Lakeshore
2072,GRAYDON HALL DR AT GRAYDON HALL PL,Don Valley East
2073,ROCKCLIFFE BLVD AT ALLIANCE AVE,York South-Weston
2074,KENNEDY RD AT CARDWELL AVE,Scarborough-Agincourt
2075,LAWRENCE AVE EAST AT MILDENHALL RD,Don Valley West
2076,THE EAST MALL AT WEST DEANE PARK DR,Etobicoke Centre
2077,MIDDLEFIELD RD AT MCCOWAN RD,Scarborough North
2078,MIDDLEFIELD RD AT INGLETON BLVD SOUTH SIDE,Scarborough North
2079,SPADINA RD AT BURTON RD,Toronto-St. Paul's
2080,140 CHURCH ST,York South-Weston
2081,BAYVIEW AVE AT FOREST HEIGHTS BLVD,Don Valley West
2082,YONGE ST AT SHAFTESBURY AVE NORTH SIDE (SUMMERHILL STATION),University-Rosedale
2083,BROWN'S LINE AT COULES CRT (NORTH) NORTH SIDE,Etobicoke-Lakeshore
2084,FAYWOOD BLVD AT FAITH AVE,York Centre
2085,OVERLEA BLVD AT LEASIDE PARK DR EAST SIDE,Don Valley West
2086,SHEPPARD AVE EAST AT BRIAN DR WEST SIDE,Don Valley North
2087,MCNICOLL AVE AT BIRCHMOUNT RD WEST SIDE,Scarborough-Agincourt
2088,PROGRESS AVE AT SCHICK CRT,Scarborough Centre
2089,KEELE ST AT ROGERS RD NORTH SIDE,York South-Weston
2090,CLAYSON RD AT WILSON AVE NORTH SIDE,Humber River-Black Creek
2091,GREENWOOD AVE AT DANFORTH AVE,Toronto-Danforth
2092,215 HORNER AVE,Etobicoke-Lakeshore
2093,TAPSCOTT RD AT MELFORD DR (NORTH) SOUTH SIDE,Scarborough North
2094,YORK GATE BLVD AT JANE ST WEST SIDE,Humber River-Black Creek
2095,O'CONNOR DR AT GLEBEMOUNT AVE EAST SIDE,Beaches-East York
2096,PARK LAWN RD AT PARK LANE,Etobicoke-Lakeshore
2097,KIPLING AVE AT WINGROVE HILL SOUTH SIDE,Etobicoke Centre
2098,100 CARRIER DR,Etobicoke North
2099,ROYAL YORK RD AT SYMONS ST,Etobicoke-Lakeshore
2100,CHRISTIE ST AT LAMBERTLODGE AVE SOUTH SIDE,Toronto-St. Paul's
2101,BURNHAMTHORPE RD AT MULGROVE DR,Etobicoke Centre
2102,CRAIGTON DR AT VICTORIA PARK AVE EAST SIDE,Scarborough Centre
2103,WARDEN AVE AT FIRVALLEY CRT,Scarborough Southwest
2104,3660 MIDLAND AVE,Scarborough-Agincourt
2105,ST DENNIS DR AT DEAUVILLE LANE,Don Valley East
2106,CHERRY ST AT POLSON ST SOUTH SIDE,Toronto-Danforth
2107,SPADINA RD AT STRATHEARN BLVD,Toronto-St. Paul's
2108,GREENWOOD AVE AT KERR RD,Toronto-Danforth
2109,ROYAL YORK RD AT EGLINTON AVE WEST,Etobicoke Centre
2110,LAWRENCE AVE EAST AT CROCKFORD BLVD,Scarborough Centre
2111,DANFORTH RD AT MARSH RD,Scarborough Southwest
2112,CARLAW AVE AT EASTERN AVE,Toronto-Danforth
2113,BELLAMY RD NORTH AT FARMBROOK RD,Scarborough-Guildwood
2114,OPPOSITE 29 VALLEY WOODS RD,Don Valley East
2115,ROYAL YORK RD AT VAN DUSEN BLVD,Etobicoke-Lakeshore
2116,KEELE ST AT GULLIVER RD,York South-Weston
2117,279 YORKLAND BLVD (NORTH),Don Valley North
2118,PARLIAMENT ST AT WINCHESTER ST,Toronto Centre
2119,MORNINGSIDE AVE AT LAVINIA AVE EAST SIDE,Parkdale-High Park
2120,DAWES RD AT FERRIS RD SOUTH SIDE,Beaches-East York
2121,MIDDLEFIELD RD AT OPPOSITE WALKWAY TO BUSHCROFT GROVE,Scarborough North
2122,BATHURST ST AT DEWBOURNE AVE,Toronto-St. Paul's
2123,ALBION RD AT KIPLING AVE,Etobicoke North
2124,MT PLEASANT RD AT MOORE AVE,University-Rosedale
2125,THE QUEENSWAY AT ISLINGTON AVE,Etobicoke-Lakeshore
2126,TWELFTH ST AT LAKE SHORE BLVD WEST NORTH SIDE,Etobicoke-Lakeshore
2127,OSSINGTON AVE AT DAVENPORT RD SOUTH SIDE,Davenport
2128,DUNDAS ST WEST AT RUSHOLME RD,Davenport
2129,DUNDAS ST WEST AT HOWARD PARK AVE,Parkdale-High Park
2130,PHARMACY AVE AT RANNOCK ST,Scarborough Centre
2131,DANFORTH AVE AT LINNSMORE CRES,Toronto-Danforth
2132,LAKE SHORE BLVD WEST AT TWENTY SEVENTH ST,Etobicoke-Lakeshore
2133,HOWARD PARK AVE AT INDIAN RD,Parkdale-High Park
2134,GUNNS LOOP AT ST CLAIR AVE WEST,York South-Weston
2135,ROYAL YORK RD AT LAWRENCE AVE WEST,Etobicoke Centre
2136,MARTIN GROVE RD AT BRUNELLO GATE,Etobicoke North
2137,DIXON RD AT GOLFWOOD HEIGHTS,Etobicoke North
2138,BRIMLEY RD AT COMRIE TER (SOUTH),Scarborough Southwest
2139,ISLINGTON AVE AT AYLESBURY RD,Etobicoke Centre
2140,DUNDAS ST WEST AT WILMAR RD,Etobicoke-Lakeshore
2141,KINGSTON RD AT VICTORIA PARK AVE EAST SIDE,Scarborough Southwest
2142,GERRARD ST EAST AT BLANTYRE AVE WEST SIDE,Scarborough Southwest
2143,BAYVIEW AVE AT TUDOR GATE NORTH SIDE,Don Valley West
2144,CHERRY ST AT LAKE SHORE BLVD EAST,Spadina-Fort York
2145,SIGNAL HILL AVE AT STEINWAY BLVD NORTH SIDE,Etobicoke North
2146,DON MILLS RD AT THE DONWAY WEST (SOUTH),Don Valley East
2147,WOODBINE AVE AT KEWBEACH AVE,Beaches-East York
2148,GERRARD ST EAST AT SUMACH ST,Toronto Centre
2149,WILSON AVE AT WILLIAM CRAGG DR,York Centre
2150,FINCH AVE EAST AT LINUS RD EAST SIDE,Don Valley North
2151,OPPOSITE 104 LANSDOWNE AVE,Parkdale-High Park
2152,STEELES AVE EAST AT BRIMLEY RD,Scarborough North
2153,THE QUEENSWAY AT ROYAL YORK RD,Etobicoke-Lakeshore
2154,LESLIE ST AT TANGMERE RD SOUTH SIDE,Don Valley West
2155,DAVENPORT RD AT PRIMROSE AVE,Davenport
2156,DUNDAS ST WEST AT LANSDOWNE AVE,Davenport
2157,WARDEN AVE AT BAMBURGH CIR (NORTH),Scarborough-Agincourt
2158,HUMBERLINE DR AT FINCH AVE WEST,Etobicoke North
2159,BRIMLEY RD AT ALEXMUIR BLVD SOUTH SIDE,Scarborough North
2160,BRIMLEY RD AT STEELES AVE EAST,outside_wards
2161,HUMBER COLLEGE BLVD AT CARRIER DR SOUTH SIDE,Etobicoke North
2162,HARBORD ST AT BATHURST ST,University-Rosedale
2163,COMMANDER BLVD AT NORTH WIND PL,Scarborough North
2164,65 SKYWAY AVE,Etobicoke North
2165,BATHURST ST AT CARSCADDEN DR,York Centre
2166,CALVINGTON DR AT DALSBY RD,York Centre
2167,KIPLING AVE AT OLIVEWOOD RD,Etobicoke-Lakeshore
2168,470 CORONATION DR,Scarborough-Rouge Park
2169,VICTORIA PARK AVE AT JANET BLVD,Scarborough Centre
2170,160 HORNER AVE (TORONTO SOUTH DETENTION CENTRE),Etobicoke-Lakeshore
2171,GARY DR AT MEADOW OAK PL WEST SIDE,York South-Weston
2172,1610 THE QUEENSWAY,Etobicoke-Lakeshore
2173,AVENUE RD AT GLENCAIRN AVE,Eglinton-Lawrence
2174,SHEPPARD AVE EAST AT SHAUGHNESSY BLVD,Don Valley North
2175,COMMANDER BLVD AT NORTH WIND PL WEST SIDE,Scarborough North
2176,DAWES RD AT BETH ST,Beaches-East York
2177,DUNDAS ST WEST AT HIGHWAY 427,Etobicoke-Lakeshore
2178,VICTORIA PARK AVE AT CONSUMERS RD,Don Valley North
2179,UNDERHILL DR AT SHAWFIELD CRES (SOUTH),Don Valley East
2180,KENNEDY RD AT ELLESMERE RD,Scarborough Centre
2181,DANFORTH AVE AT CEDARVALE AVE,Beaches-East York
2182,MIDLAND AVE AT NORBURY CRES SOUTH SIDE,Scarborough Centre
2183,BELLAMY RD NORTH AT LAWRENCE AVE EAST,Scarborough-Guildwood
2184,LAURENTIDE DR AT SILVERDALE CRES,Don Valley East
2185,DRIFTWOOD AVE AT HOOVER CRES,Humber River-Black Creek
2186,KIPLING AVE AT BETHRIDGE RD,Etobicoke North
2187,MARKHAM RD AT EASTPARK BLVD,Scarborough-Guildwood
2188,ST CLAIR AVE EAST AT WESTBOURNE AVE EAST SIDE,Scarborough Southwest
2189,ST CLAIR AVE EAST AT KINGSTON RD WEST SIDE,Scarborough Southwest
2190,WESTON RD AT FENMAR DR NORTH SIDE,Humber River-Black Creek
2191,LAWSON RD AT HIGHWAY 2A OVERPASS EAST SIDE,Scarborough-Rouge Park
2192,WELLESLEY ST WEST AT YONGE ST,Toronto Centre
2193,WESTON RD AT MCCORMACK ST,York South-Weston
2194,LAWRENCE AVE EAST AT WALKWAY TO RIDGEWOOD RD,Scarborough-Rouge Park
2195,BLOOR ST WEST AT DUFFERIN ST,Davenport
2196,CRESCENT RD AT SOUTH DR (EAST),University-Rosedale
2197,O'CONNOR DR AT DOHME AVE,Beaches-East York
2198,LESLIE ST AT NYMARK AVE,Don Valley North
2199,MARTIN GROVE RD AT SEDGELEY DR,Etobicoke Centre
2200,EGLINTON AVE WEST AT WINCOTT DR,Etobicoke Centre
2201,KING ST WEST AT NIAGARA ST,Spadina-Fort York
2202,DANFORTH RD AT NESTON AVE WEST SIDE,Scarborough Southwest
2203,STEELES AVE WEST AT ROSSDEAN DR,Humber River-Black Creek
2204,EGLINTON AVE EAST AT MCCOWAN RD,Scarborough Centre
2205,CHURCH ST AT WESTON RD EAST SIDE,York South-Weston
2206,MURISON BLVD AT SPLIT MAPLE CRT SOUTH SIDE,Scarborough-Rouge Park
2207,CHURCH ST AT ROSEMOUNT AVE,York South-Weston
2208,KIPLING AVE AT PRINCESS MARGARET BLVD,Etobicoke Centre
2209,KIPLING AVE AT NORTH QUEEN ST,Etobicoke-Lakeshore
2210,JONES AVE AT DUNDAS ST EAST,Toronto-Danforth
2211,BATHURST ST AT NEPTUNE DR,Eglinton-Lawrence
2212,CLONMORE DR AT WARDEN AVE WEST SIDE,Scarborough Southwest
2213,YORK MILLS RD AT CHIPSTEAD RD,Don Valley West
2214,LAWRENCE AVE EAST AT ELLINGTON DR,Scarborough Centre
2215,EGLINTON AVE WEST AT BLACK CREEK DR,York South-Weston
2216,VICTORIA PARK AVE AT FINCH AVE EAST,Scarborough-Agincourt
2217,CALEDONIA RD AT RAITHERM RD SOUTH SIDE,Eglinton-Lawrence
2218,LESLIE ST AT MOSLEY ST,Toronto-Danforth
2219,QUEEN ST EAST AT GREENWOOD AVE,Toronto-Danforth
2220,PHARMACY AVE AT FINCH AVE EAST NORTH SIDE,Scarborough-Agincourt
2221,KIPLING AVE AT BETHRIDGE RD,Etobicoke North
2222,EGLINTON AVE EAST AT LEBOVIC AVE,Scarborough Centre
2223,STEELES AVE EAST AT WOODBINE AVE,Don Valley North
2224,YONGE ST AT RANLEIGH AVE,Don Valley West
2225,FINCH AVE WEST AT SILVERSTONE DR,Etobicoke North
2226,GRANDRAVINE DR AT DRIFTWOOD AVE,Humber River-Black Creek
2227,AVENUE RD AT RIDLEY BLVD,Eglinton-Lawrence
2228,COLLEGE ST AT HAVELOCK ST,Davenport
2229,FINCH AVE EAST AT PHARMACY AVE,Scarborough-Agincourt
2230,KIPLING AVE AT REXDALE BLVD,Etobicoke North
2231,SHERBOURNE ST AT QUEEN ST EAST,Toronto Centre
2232,CHRISTIE ST AT ESSEX ST SOUTH SIDE,University-Rosedale
2233,ELLESMERE RD AT MORRISH RD,Scarborough-Rouge Park
2234,LINKWOOD LANE AT ST DENNIS DR,Don Valley East
2235,BRIMLEY RD AT WALKWAY TO AUDRELANE CRT,Scarborough North
2236,DAWES RD AT FERRIS RD,Beaches-East York
2237,SCARLETT RD AT LAWRENCE AVE WEST SOUTH SIDE,Etobicoke Centre
2238,GILLEY RD AT GARRATT BLVD,York Centre
2239,MCCOWAN RD AT WILFRED MURISON AVE,outside_wards
2240,ANNETTE ST AT INDIAN ROAD CRES,Parkdale-High Park
2241,MILNER AVE AT CINEMART DR,Scarborough-Rouge Park
2242,ELLESMERE RD AT ZAPH AVE,Scarborough-Rouge Park
2243,LAWSON RD AT HIGHWAY 2A OVERPASS,Scarborough-Rouge Park
2244,THISTLE DOWN BLVD AT BARKWIN DR WEST SIDE,Etobicoke North
2245,GRAND AVE AT DALESFORD RD SOUTH SIDE,Etobicoke-Lakeshore
2246,DUNDAS ST EAST AT CHURCH ST,Toronto Centre
2247,SHEPPARD AVE EAST AT MARKHAM RD,Scarborough North
2248,KIPLING AVE AT GREENSBORO DR,Etobicoke North
2249,KIPLING AVE AT HORNER AVE,Etobicoke-Lakeshore
2250,DAVENPORT RD AT OAKWOOD AVE,Davenport
2251,YONGE ST AT BALMORAL AVE,Toronto-St. Paul's
2252,BATHURST ST AT ROSELAWN AVE,Eglinton-Lawrence
2253,BIRCHMOUNT RD AT STALEY TER,Scarborough-Agincourt
2254,WHITEHORSE RD AT RIMROCK RD,York Centre
2255,HUMBERWOOD BLVD AT PINECONE DR,Etobicoke North
2256,KINGSTON RD AT COLLINSGROVE RD,Scarborough-Rouge Park
2257,BROADVIEW AVE AT FERNWOOD GARDENS SOUTH SIDE,Toronto-Danforth
2258,THE WEST MALL AT BLOOR ST WEST,Etobicoke Centre
2259,CALEDONIA RD AT SCHELL AVE,Eglinton-Lawrence
2260,KIPLING AVE AT OLIVEWOOD RD,Etobicoke-Lakeshore
2261,WARDEN AVE AT EGLINTON AVE EAST,Scarborough Southwest
2262,RUNNYMEDE RD AT GLENWOOD AVE NORTH SIDE,Parkdale-High Park
2263,SHEPPARD AVE WEST AT BATHURST ST WEST SIDE,York Centre
2264,MCNICOLL AVE AT MCCOWAN RD,Scarborough North
2265,WOODBINE AVE AT O'CONNOR DR SOUTH SIDE,Beaches-East York
2266,OVERLEA BLVD AT DON MILLS RD WEST SIDE,Don Valley East
2267,BIRCHMOUNT RD AT 14TH AVE SOUTH SIDE,outside_wards
2268,ROYAL YORK RD AT DUNDAS ST WEST SOUTH SIDE,Etobicoke-Lakeshore
2269,MARKHAM RD AT VERNE CRES NORTH SIDE,Scarborough North
2270,MT PLEASANT RD AT BOWOOD AVE,Don Valley West
2271,BIRCHMOUNT RD AT CHELWOOD RD,Scarborough Southwest
2272,TRITON RD AT BOROUGH DR,Scarborough Centre
2273,ROYAL YORK RD AT NORTH DR NORTH SIDE,Etobicoke Centre
2274,SPADINA RD AT KENDAL AVE,University-Rosedale
2275,LINKWOOD LANE AT WINDY GOLFWAY (SOUTH),Don Valley East
2276,YONGE ST AT MCGLASHAN RD,Don Valley West
2277,EGLINTON AVE WEST AT ISLINGTON AVE,Etobicoke Centre
2278,OPPOSITE 3501 FINCH AVE EAST (ST AIDAN),Scarborough-Agincourt
2279,SPADINA RD AT OLD FOREST HILL RD,Toronto-St. Paul's
2280,EGLINTON AVE WEST AT VESTA DR,Eglinton-Lawrence
2281,ELMHURST DR AT HAREFIELD DR,Etobicoke North
2282,OSSINGTON AVE AT QUEEN ST WEST NORTH SIDE,Spadina-Fort York
2283,WILSON AVE AT BATHURST ST WEST SIDE,York Centre
2284,YONGE ST AT STEELES AVE EAST,Willowdale
2285,KENNEDY RD AT FINCH AVE EAST,Scarborough-Agincourt
2286,MARTIN GROVE RD AT MILKWOOD AVE NORTH SIDE,Etobicoke North
2287,DUNDAS ST WEST AT ISLINGTON AVE EAST SIDE,Etobicoke Centre
2288,THE QUEENSWAY AT NORTH QUEEN ST EAST SIDE,Etobicoke-Lakeshore
2289,2260 MARKHAM RD,Scarborough North
2290,BRIMLEY RD AT GRITTANI LANE,Scarborough North
2291,SCARLETT RD AT TILDEN CRES,Etobicoke Centre
2292,MARKHAM RD AT LUELLA ST,Scarborough-Guildwood
