,stop_name,Ward_name,zone_type
331,MAPLE LEAF DR AT CULFORD RD,York South-Weston,Residential Detached
332,KEELE ST AT BROADOAKS DR,York Centre,not_defined
333,WILSON HEIGHTS BLVD AT CODSELL AVE,York Centre,Residential Detached
334,DAVISVILLE AVE AT MT PLEASANT RD,Don Valley West,Commercial Residential
335,SHEPPARD AVE EAST AT BROWNSPRING RD,Scarborough North,Employment Industrial
336,MT PLEASANT RD AT GLENGOWAN RD,Don Valley West,Residential Detached
337,MAYBROOK DR AT MCNICOLL AVE NORTH SIDE,Scarborough North,Employment Heavy Industrial
338,GENTIAN DR AT WELLESWORTH DR,Etobicoke Centre,Residential Detached
339,KENNEDY RD AT JADE ST,Scarborough-Agincourt,Residential Detached
340,FINCH AVE WEST AT GRANTBROOK ST WEST SIDE,Willowdale,not_defined
341,BRIMLEY RD AT DENNETT DR,Scarborough North,Residential Detached
342,QUEEN ST EAST AT COXWELL AVE,Toronto-Danforth,Commercial Residential
343,FINCHDENE SQ AT TORHAM PL,Scarborough North,Employment Industrial
344,ANNETTE ST AT KEELE ST,Parkdale-High Park,Commercial Residential
345,UPHILL AVE AT CHURCH ST,York South-Weston,not_defined
346,KENNEDY RD AT RANSTONE GARDENS,Scarborough Centre,Residential Detached
347,KENNEDY RD AT PARK ST,Scarborough Southwest,Residential Detached
348,ISLINGTON AVE AT NORDIN AVE,Etobicoke-Lakeshore,not_defined
349,NEILSON RD AT OPP WALKWAY TO BLACKWATER CRES & KESSACK CRT,Scarborough North,Residential Detached
350,SHORNCLIFFE RD AT DUNDAS ST WEST,Etobicoke-Lakeshore,not_defined
351,SLOANE AVE AT TROPHY DR,Don Valley East,Residential Detached
352,SHEPPARD AVE WEST AT JANE ST,Humber River-Black Creek,Commercial Residential
353,NIGHTSTAR RD AT POGONIA ST,Scarborough-Rouge Park,Residential Detached
354,MORNINGSIDE AVE AT MILNER AVE,Scarborough-Rouge Park,not_defined
355,JONES AVE AT QUEEN ST EAST NORTH SIDE,Toronto-Danforth,Commercial Residential
356,DIXON RD AT ISLINGTON AVE EAST SIDE,Etobicoke Centre,Commercial Residential
357,GREENWOOD AVE AT DUNDAS ST EAST,Toronto-Danforth,Open Space Recreation
358,KINGSTON RD AT GLEN MANOR DR,Beaches-East York,Residential
359,DAVENPORT RD AT DUFFERIN ST,Davenport,Commercial Residential
360,GERRARD ST EAST AT NORWOOD RD,Beaches-East York,Residential
361,HULLMAR DR AT BAMFORD CRES,Humber River-Black Creek,Residential Multiple
362,KENNEDY RD AT DANCY AVE NORTH SIDE,Scarborough-Agincourt,not_defined
363,VAN HORNE AVE AT HOBART DR,Don Valley North,Residential Detached
364,EGLINTON AVE EAST AT JONESVILLE CRES EAST SIDE,Don Valley East,Open Space Recreation
365,JANE ST AT CHURCH ST,York South-Weston,Commercial Residential
366,ST CLAIR AVE EAST AT BRIMLEY RD WEST SIDE,Scarborough Southwest,Residential Apartment
367,ST CLAIR AVE EAST AT CLIFTON RD,University-Rosedale,Residential
368,ST CLAIR AVE EAST AT DANFORTH RD,Scarborough Southwest,Commercial Residential
369,ST CLAIR AVE EAST AT ELFREDA BLVD,Scarborough Southwest,Residential Apartment
370,ST CLAIR AVE EAST AT KENNEDY RD,Scarborough Southwest,Commercial Residential
371,ST CLAIR AVE EAST AT VICTORIA PARK AVE,Beaches-East York,Commercial Residential
372,ST CLAIR AVE WEST AT BATHURST ST,Toronto-St. Paul's,Commercial Residential
373,ST CLAIR AVE WEST AT CALEDONIA RD EAST SIDE,Davenport,Open Space Recreation
374,ST CLAIR AVE WEST AT CALEDONIA RD,Davenport,not_defined
375,ST CLAIR AVE WEST AT GUNNS RD,York South-Weston,not_defined
376,ST CLAIR AVE WEST AT LANSDOWNE AVE,Davenport,not_defined
377,ST CLAIR AVE WEST AT OLD STOCK YARDS RD,York South-Weston,not_defined
378,ST CLAIR AVE WEST AT RUNNYMEDE RD,York South-Weston,not_defined
379,ST DENNIS DR AT LINKWOOD LANE,Don Valley East,Open Space Natural
380,STEELES AVE EAST AT BIRCHMOUNT RD WEST SIDE,outside_wards,not_defined
381,STEELES AVE EAST AT BIRCHMOUNT RD,Scarborough-Agincourt,Residential Detached
382,STEELES AVE EAST AT DUDLEY AVE,outside_wards,not_defined
383,STEELES AVE EAST AT MIDDLEFIELD RD,Scarborough North,Open Space Natural
384,STEELES AVE EAST AT QUAIL VALLEY DR,outside_wards,not_defined
385,STEELES AVE EAST AT WARDEN AVE,Scarborough-Agincourt,Residential Detached
386,1750 STEELES AVE WEST,outside_wards,not_defined
387,STEELES AVE WEST AT BATHURST ST EAST SIDE,Willowdale,Commercial Residential
388,STEELES AVE WEST AT HIGHWAY 27 EAST SIDE,Etobicoke North,not_defined
389,STEELES AVE WEST AT ISLINGTON AVE LOOP,outside_wards,not_defined
390,STEELES AVE WEST AT JANE ST,Humber River-Black Creek,Residential Apartment Commercial
391,STEELES AVE WEST AT KEELE ST EAST SIDE,York Centre,not_defined
392,STEELES AVE WEST AT MARTIN GROVE RD WEST SIDE,outside_wards,not_defined
393,STEELES AVE WEST AT MARTIN GROVE RD,Etobicoke North,Utility and Transportation
394,STEELES AVE WEST AT VILLAGE GATE,Willowdale,Residential Apartment
395,STEELES AVE WEST AT WESTON RD,outside_wards,not_defined
396,STEPHEN DR AT THE QUEENSWAY NORTH SIDE,Etobicoke-Lakeshore,not_defined
397,STRACHAN AVE AT FLEET ST NORTH SIDE,Spadina-Fort York,not_defined
398,STRACHAN AVE AT FLEET ST,Spadina-Fort York,not_defined
399,RAAB BLVD AT HOSPITAL RD WEST SIDE (K & L WINGS),Don Valley West,not_defined
400,RAAB BLVD AT HOSPITAL RD WEST SIDE (K & L WINGS),Don Valley West,not_defined
401,WELLNESS WAY AT HOSPITAL RD (ODETTE CANCER CENTRE),Don Valley West,not_defined
402,WELLNESS WAY AT HOSPITAL RD (ODETTE CANCER CENTRE),Don Valley West,not_defined
403,HOSPITAL RD AT WELLNESS WAY EAST SIDE (SUNNYBROOK MAIN ENT),Don Valley West,not_defined
404,HOSPITAL RD AT WELLNESS WAY EAST SIDE (SUNNYBROOK MAIN ENT),Don Valley West,not_defined
405,TAPSCOTT RD AT FINCH AVE EAST NORTH SIDE,Scarborough North,Employment Industrial
406,TRANSIT RD AT WILSON AVE NORTH SIDE,York Centre,not_defined
407,TRANSIT RD AT WILSON AVE,York Centre,not_defined
408,TUSCAN GATE AT ST REGIS CRES (SOUTH),York Centre,Employment Industrial
409,VAUGHAN RD AT MAPLEWOOD AVE,Toronto-St. Paul's,Residential Apartment
410,VICTORIA PARK AVE AT CRAIGTON DR,Scarborough Centre,Commercial Residential
411,VICTORIA PARK AVE AT LAWRENCE AVE EAST SOUTH SIDE,Don Valley East,Open Space Cemetery
412,VICTORIA PARK RD AT MCNICOLL AVE NORTH SIDE,Scarborough-Agincourt,not_defined
413,VICTORIA PARK AVE AT SHEPPARD AVE EAST NORTH SIDE,Scarborough-Agincourt,Commercial Residential
414,VICTORIA PARK AVE AT SHEPPARD AVE EAST SOUTH SIDE,Don Valley North,not_defined
415,WARDEN AVE AT DANFORTH RD SOUTH SIDE,Scarborough Southwest,Commercial Residential
416,WARDEN AVE AT SHEPPARD AVE EAST NORTH SIDE,Scarborough-Agincourt,not_defined
417,WARDEN AVE AT STEELES AVE EAST NORTH SIDE,outside_wards,not_defined
418,WARDEN AVE AT STEELES AVE EAST SOUTH SIDE,Scarborough-Agincourt,Residential Semi-Detached
419,THE WEST MALL AT SHERWAY DR (TRILLIUM HEALTH CTR SOUTH STOP),Etobicoke-Lakeshore,Institutional Hospital
420,THE WEST MALL AT QUEENSWAY SOUTH SIDE,Etobicoke-Lakeshore,Institutional Hospital
421,WESTON RD AT ROGERS RD SOUTH SIDE,York South-Weston,Commercial Residential
422,WESTON RD AT BRADSTOCK RD,Humber River-Black Creek,Commercial Residential
423,WESTON RD AT EGLINTON AVE WEST SOUTH SIDE,York South-Weston,Residential Multiple
424,WESTON RD AT FINCH AVE WEST,Humber River-Black Creek,not_defined
425,WESTON RD AT OAK ST NORTH SIDE,York South-Weston,not_defined
426,WESTON RD AT ROGERS RD NORTH SIDE,York South-Weston,Utility and Transportation
427,WHEELTRANS EXIT AT COMMISSIONERS ST,Toronto-Danforth,Employment Light Industrial
428,WICKSTEED AVE AT LAIRD DR,Don Valley West,not_defined
429,WILSON AVE AT BILLY BISHOP WAY,York Centre,not_defined
430,WILSON AVE AT KEELE ST EAST SIDE,York Centre,not_defined
431,WILSON AVE AT KEELE ST,York Centre,Open Space
432,WILSON AVE AT LADY YORK AVE,York Centre,not_defined
433,OPPOSITE 675 WILSON AVE,York Centre,not_defined
434,WILSON AVE AT TRANSIT RD WEST SIDE,York Centre,not_defined
435,5800 YONGE ST,Willowdale,not_defined
436,YONGE ST AT FRONT ST EAST NORTH SIDE,Toronto Centre,Commercial Residential
437,YONGE ST AT FRONT ST EAST,Toronto Centre,not_defined
438,YONGE ST AT HEATH ST EAST,Toronto-St. Paul's,Commercial Residential
439,YONGE ST AT HENDON AVE (FINCH STATION),Willowdale,not_defined
440,YONGE ST AT YORK MILLS RD,Don Valley West,Commercial Residential
441,YORK MILLS RD AT LESMILL RD WEST SIDE,Don Valley East,not_defined
442,YORK MILLS RD AT SANDOVER DR (1222 YORK MILLS),Don Valley East,Residential Apartment
443,YORK MILLS RD AT YONGE ST EAST SIDE,Don Valley West,Commercial Residential
444,YORK MILLS RD AT YONGE ST,Don Valley West,Commercial Residential
445,YORK MILLS RD AT YORK RIDGE RD,Don Valley West,Residential Townhouse
446,BLOOR ST WEST AT WILMAR RD,Etobicoke-Lakeshore,Residential Detached
447,ST CLAIR AVE WEST AT COBALT AVE,York South-Weston,not_defined
448,MARKHAM RD AT GREENCREST CIRCT NORTH SIDE,Scarborough-Guildwood,Commercial Residential
449,SCARLETT RD AT BERNICE CRES,York South-Weston,Commercial Residential
450,STEELES AVE EAST AT OPPOSITE WALKWAY TO WHITMAN ST,outside_wards,not_defined
451,SENTINEL RD AT MURRAY ROSS PKWY SOUTH SIDE,Humber River-Black Creek,Utility and Transportation
452,BERKELEY ST AT FRONT ST EAST SOUTH SIDE,Toronto Centre,Commercial Residential
453,VANDERHOOF AVE AT THOMAS ELGIE DR,Don Valley West,Employment Light Industrial
454,MIDLAND AVE AT DANFORTH RD,Scarborough Southwest,Utility and Transportation
455,EGLINTON AVE WEST AT SCARLETT RD,Etobicoke Centre,Open Space Natural
456,CROW TRAIL AT BALDOON RD,Scarborough North,Residential Detached
457,WARDEN AVE AT LUPIN DR,Scarborough Centre,Residential Detached
458,OVERLEA BLVD AT WILLIAM MORGAN DR,Don Valley West,Residential Apartment Commercial
459,JONES AVE AT QUEEN ST EAST,Toronto-Danforth,Open Space Recreation
460,BLOOR ST WEST AT PALMERSTON AVE,University-Rosedale,Commercial Residential
461,WILSON AVE AT JULIAN RD EAST SIDE (HUMBER RIVER HOSPITAL),York Centre,not_defined
462,ST CLAIR AVE WEST AT MARIPOSA AVE,York South-Weston,not_defined
463,STEELES AVE WEST AT SCHOLES RD/BARMAC DR,Humber River-Black Creek,not_defined
464,YORK MILLS RD AT LESLIE ST WEST SIDE,Don Valley West,Residential Apartment
465,KING ST WEST AT SPENCER AVE,Parkdale-High Park,Residential
466,PHARMACY AVE AT SUNDRIDGE DR NORTH SIDE,Scarborough Southwest,Employment Industrial
467,VANDERHOOF AVE AT BRENTCLIFFE RD,Don Valley West,not_defined
468,SPADINA RD AT ARDMORE RD,Toronto-St. Paul's,Residential Detached
469,ORTON PARK RD AT LISA RD,Scarborough-Guildwood,Residential Detached
470,THIRTIETH ST AT HORNER AVE SOUTH SIDE,Etobicoke-Lakeshore,Employment Industrial
471,STEELES AVE EAST AT BESTVIEW DR EAST SIDE,Don Valley North,Residential Detached
472,KING ST WEST AT TECUMSETH ST,Spadina-Fort York,not_defined
473,DUFFERIN ST AT GLENCAIRN AVE,Eglinton-Lawrence,Commercial Residential
474,BLOOR ST EAST AT PARLIAMENT ST,Toronto Centre,Open Space Natural
475,WILSON AVE AT WENDELL AVE,Humber River-Black Creek,not_defined
476,LAWRENCE AVE EAST AT FORTUNE GATE EAST SIDE,Scarborough-Guildwood,Commercial Residential
477,LAWRENCE WEST STATION,Eglinton-Lawrence,Utility and Transportation
478,KIPLING AVE AT WIDDICOMBE HILL BLVD,Etobicoke Centre,Open Space Recreation
479,BRIMLEY RD AT WALKWAY TO MCCOOL CRT,Scarborough North,Open Space Natural
480,GERRARD ST EAST AT BOWMORE RD,Beaches-East York,Residential
481,HUNTINGWOOD DR AT DAVISBROOK BLVD,Scarborough-Agincourt,Residential Detached
482,MORTIMER AVE AT COXWELL AVE (MICHAEL GARRON HOSPITAL),Toronto-Danforth,not_defined
483,O'CONNOR DR AT DON MILLS RD WEST SIDE,Toronto-Danforth,Residential Detached
484,DUNCAN MILL RD AT VALLEYBROOK DR,Don Valley East,not_defined
485,LAWRENCE AVE EAST AT LESLIE ST WEST SIDE,Don Valley West,Open Space Recreation
486,WILSON AVE AT YONGE ST,Eglinton-Lawrence,Open Space Natural
487,GERRARD ST EAST AT MARJORY AVE,Toronto-Danforth,Commercial Residential
488,FAYWOOD BLVD AT GOODWILL AVE,York Centre,Residential Multiple
489,KEELE ST AT FOUR WINDS DR,Humber River-Black Creek,Utility and Transportation
490,EGLINTON AVE WEST AT ROYAL YORK RD EAST SIDE,Etobicoke Centre,Residential Townhouse
491,ANGLESEY BLVD AT PINEHURST CRES NORTH SIDE,Etobicoke Centre,Open Space Recreation
492,YORK GATE BLVD AT JANE ST,Humber River-Black Creek,Residential Apartment
493,DUPONT ST AT CHRISTIE ST,University-Rosedale,not_defined
494,OPPOSITE 724 CALEDONIA RD,Eglinton-Lawrence,not_defined
495,SHEPPARD AVE WEST AT NORTHWOOD PARK,York Centre,Open Space Natural
496,HARBORD ST AT SPADINA AVE,University-Rosedale,not_defined
497,SOUTH SERVICE RD AT TRANSWAY CRES,Scarborough Southwest,Commercial Residential
498,RONCESVALLES AVE AT FERMANAGH AVE,Parkdale-High Park,Commercial Residential
499,SHEPPARD AVE WEST AT BATHURST ST EAST SIDE,York Centre,not_defined
500,THORNCLIFFE PARK DR EAST AT OVERLEA BLVD,Don Valley West,not_defined
501,PHARMACY AVE AT EGLINTON SQ (EAST ENTRANCE),Scarborough Southwest,Commercial Residential
502,DREWRY AVE AT YONGE ST,Willowdale,not_defined
503,ATTWELL DR AT MCLACHLAN DR NORTH SIDE,Etobicoke North,Employment Industrial
504,MCCOWAN RD AT MELDAZY DR (NORTH),Scarborough Centre,Residential Detached
505,WARDEN AVE AT CACHET PKWY (SOUTH),outside_wards,not_defined
506,ELMHURST DR AT MUNCEY AVE,Etobicoke North,Residential Detached
507,PHARMACY AVE AT DOLPHIN DR NORTH SIDE,Scarborough Southwest,Residential Apartment Commercial
508,KINGSTON RD AT VICTORIA PARK AVE,Scarborough Southwest,not_defined
509,361 THE WEST MALL,Etobicoke Centre,not_defined
510,ROYAL YORK RD AT BLOOR ST WEST,Etobicoke-Lakeshore,not_defined
511,SHEPPARD AVE EAST AT KINGSTON RD NORTH SIDE,Scarborough-Rouge Park,Residential Apartment
512,ROYAL YORK RD AT MELROSE ST,Etobicoke-Lakeshore,Residential Multiple
513,125 MILNER AVE,Scarborough North,Employment Industrial
514,MARLEE AVE AT GLENCAIRN AVE,Eglinton-Lawrence,Commercial Residential
515,MCCOWAN RD AT DENISON ST,outside_wards,not_defined
516,DON MILLS RD AT HAVENBROOK BLVD,Don Valley North,Residential Detached
517,WARDEN AVE AT CARLTON RD,outside_wards,not_defined
518,OVERLEA BLVD AT THORNCLIFFE PARK DR (WEST),Don Valley West,not_defined
519,COLLEGE ST AT SPADINA AVE,University-Rosedale,Commercial Residential
520,MIDDLEFIELD RD AT WALKWAY TO BUCKHURST CRES,Scarborough North,Employment Industrial
521,KIPLING AVE AT EVANS AVE,Etobicoke-Lakeshore,Utility and Transportation
522,MEADOWVALE RD AT GENERATION BLVD,Scarborough-Rouge Park,Residential Apartment
523,SHEPPARD AVE EAST AT SCUNTHORPE RD WEST SIDE,Scarborough North,not_defined
524,BATHURST ST AT SHEPPARD AVE WEST,York Centre,Commercial Residential
525,JANE ST AT STONG CRT,Humber River-Black Creek,Residential Apartment Commercial
526,LESLIE ST AT MCNICOLL AVE,Don Valley North,Residential Detached
527,ISLINGTON AVE AT FLETCHER PLACE,Etobicoke Centre,Residential Detached
528,PROGRESS AVE AT BRIMLEY RD WEST SIDE,Scarborough Centre,not_defined
529,GLENCAIRN AVE AT HAVEN RD,Eglinton-Lawrence,Residential Detached
530,KIPLING AVE AT PENLEA AVE,Etobicoke North,Residential Detached
531,WILSON AVE AT AVENUE RD,Eglinton-Lawrence,Open Space Recreation
532,VARNA DR AT LAWRENCE AVE WEST NORTH SIDE,Eglinton-Lawrence,Residential Detached
533,KINGSTON RD AT VICTORIA PARK AVE,Beaches-East York,Commercial Residential
534,QUEENS QUAY WEST AT BATHURST ST EAST SIDE BILLY BISHOP AIRPORT,Spadina-Fort York,not_defined
535,SPADINA RD AT DUPONT ST (DUPONT STATION),University-Rosedale,not_defined
536,FAYWOOD BLVD AT INVERMAY AVE,York Centre,Residential Detached
537,BRIMLEY RD AT PITFIELD RD,Scarborough North,Residential Detached
538,BELFIELD RD AT CITY VIEW DR,Etobicoke North,Employment Heavy Industrial
539,MILLWOOD RD AT SOUTHVALE DR,Don Valley West,Residential Apartment
540,CARLINGVIEW DR AT DISCO RD SOUTH SIDE,Etobicoke North,Open Space Natural
541,BARBER GREENE RD AT BROADPATH RD WEST SIDE,Don Valley East,Residential Townhouse
542,COLLEGE ST AT DUFFERIN ST,Davenport,Commercial Residential
543,2395 BAYVIEW AVE (BOB RUMBALL CENTRE FOR THE DEAF),Don Valley West,not_defined
544,THISTLE DOWN BLVD AT BENTWICK CRES (EAST),Etobicoke North,Residential Detached
545,DANFORTH AVE AT CARLAW AVE,Toronto-Danforth,Commercial Residential
546,BIRCHMOUNT RD AT FERGUSON GATE,outside_wards,not_defined
547,NORTH QUEEN ST AT INDEX RD,Etobicoke-Lakeshore,Commercial Residential
548,PROGRESS AVE AT COSENTINO DR,Scarborough Centre,Employment Industrial
549,MORNINGSIDE AVE AT TEFFT RD,Scarborough-Guildwood,Residential Detached
550,VAN HORNE AVE AT HOUSTON CRES (WEST),Don Valley North,Open Space Recreation
551,ISLINGTON AVE AT PRINCESS MARGARET BLVD SOUTH SIDE,Etobicoke Centre,not_defined
552,DON MILLS RD AT GATEWAY BLVD (SOUTH) NORTH SIDE,Don Valley East,Residential Apartment
553,GRANTBROOK ST AT FINCH AVE WEST NORTH SIDE,Willowdale,not_defined
554,PARK LAWN RD AT LAKE SHORE BLVD WEST,Etobicoke-Lakeshore,not_defined
555,LANSDOWNE AVE AT BLOOR ST WEST,Davenport,Commercial Residential
556,DUNCAN MILL RD AT DON MILLS RD WEST SIDE,Don Valley East,Residential Apartment Commercial
557,DUNDAS ST WEST AT THE EAST MALL CRES WEST SIDE,Etobicoke-Lakeshore,Commercial Residential
558,PHARMACY AVE AT STAMFORD SQ,Scarborough Southwest,Residential Detached
559,CHURCH ST AT ROSEMOUNT AVE,York South-Weston,Residential Detached
560,DONLANDS AVE AT ELMSDALE RD,Toronto-Danforth,Residential Detached
561,KIPLING AVE AT LAKE SHORE BLVD WEST,Etobicoke-Lakeshore,Open Space Recreation
562,DUNDAS ST EAST AT RIVER ST,Toronto Centre,Employment Industrial
563,MIDLAND AVE AT HUNTINGWOOD DR,Scarborough-Agincourt,Open Space Natural
564,DUNDAS ST WEST AT DUFFERIN ST,Davenport,Commercial Residential
565,GUILDWOOD PKWY AT SCARCLIFF GARDENS,Scarborough-Guildwood,Residential Detached
566,WARDEN AVE AT BAMBURGH CIR (SOUTH),Scarborough-Agincourt,Residential Detached
567,HARBORD ST AT BRUNSWICK AVE,University-Rosedale,Commercial Residential
568,BATHURST ST AT QUEEN ST WEST,Spadina-Fort York,Commercial Residential
569,1765 WESTON RD,York South-Weston,Residential Apartment
570,QUEEN ST EAST AT CARROLL ST,Toronto-Danforth,Commercial Residential
571,BIRCHMOUNT RD AT WALKWAY TO RIVER GROVE DR,Scarborough-Agincourt,Residential Detached
572,LAKE SHORE BLVD WEST AT THIRTY SEVENTH ST,Etobicoke-Lakeshore,not_defined
573,JOHN GARLAND BLVD AT JAMESTOWN CRES (EAST),Etobicoke North,not_defined
574,MORNINGSIDE AVE AT MORNINGSIDE PARK,Scarborough-Guildwood,Open Space Natural
575,NEILSON RD AT SEWELLS RD,Scarborough-Rouge Park,Residential Apartment Commercial
576,ROYALCREST RD AT MARTIN GROVE RD WEST SIDE,Etobicoke North,Residential Detached
577,ROYAL YORK RD AT MIMICO AVE,Etobicoke-Lakeshore,Commercial Residential
578,MIDLAND AVE AT PARK ST,Scarborough Southwest,Residential Semi-Detached
579,MCCOWAN RD AT SHEPPARD AVE EAST,Scarborough North,not_defined
580,MILITARY TRAIL AT LASH CRT,Scarborough-Rouge Park,Residential Detached
581,RENFORTH DR AT CONVAIR DR,Etobicoke North,not_defined
582,WARDEN AVE AT FAIRFAX CRES,Scarborough Southwest,Commercial Residential
583,WINEVA AVE AT WILLIAMSON RD SOUTH SIDE,Beaches-East York,Residential
584,MCNICOLL AVE AT HUTCHCROFT AVE EAST SIDE,Scarborough North,Utility and Transportation
585,1360 BIRCHMOUNT RD,Scarborough Centre,Employment Industrial
586,LAWRENCE AVE EAST AT OVERTURE RD WEST SIDE,Scarborough-Guildwood,Residential Apartment Commercial
587,SENTINEL RD AT FOUNTAINHEAD RD,Humber River-Black Creek,not_defined
588,FINCH AVE EAST AT WALKWAY TO CHESTER LE BLVD,Scarborough-Agincourt,Residential Multiple
589,SHEPPARD AVE WEST AT BATHURST ST,York Centre,Commercial Residential
590,YORK MILLS RD AT HIGHLAND CRES,Don Valley West,Residential Detached
591,170 NUGGET AVE,Scarborough North,not_defined
592,BATHURST ST AT STEELES AVE WEST,outside_wards,not_defined
593,SHEPPARD AVE WEST AT OAKDALE RD,Humber River-Black Creek,Open Space Golf Course
594,YONGE ST AT CUMMER AVE,Willowdale,not_defined
595,MARTIN GROVE RD AT VULCAN ST SOUTH SIDE,Etobicoke North,Employment Industrial
596,WARDEN AVE AT ENTERPRISE BLVD,outside_wards,not_defined
597,MOUNT CASTLE GATE AT STEELES AVE EAST,Scarborough-Agincourt,Residential Detached
598,ELLESMERE RD AT MARKHAM RD,Scarborough-Guildwood,Commercial Residential
599,SHEPPARD AVE EAST AT MARIS SHEPWAY,Don Valley North,Residential Townhouse
600,WARDEN AVE AT KINGSTON RD NORTH SIDE,Scarborough Southwest,not_defined
601,LANSDOWNE AVE AT PATON RD,Davenport,not_defined
602,AVENUE RD AT ROSELAWN AVE SOUTH SIDE,Eglinton-Lawrence,Residential
603,QUEEN ST WEST AT OHARA AVE,Parkdale-High Park,Commercial Residential
604,SCARLETT RD AT ALMA DR,Etobicoke Centre,Residential Detached
605,RATHBURN RD AT KIPLING AVE WEST SIDE,Etobicoke Centre,Residential Detached
606,RONCESVALLES AVE AT BOUSTEAD AVE SOUTH SIDE,Parkdale-High Park,Commercial Residential
607,JANE ST AT SHEPPARD AVE WEST,York Centre,Commercial Residential
608,FINCH AVE WEST AT YONGE ST (FINCH STATION),Willowdale,not_defined
609,LAWRENCE AVE WEST AT ROYAL YORK RD EAST SIDE,Etobicoke Centre,Residential Detached
610,151 NORFINCH DR,Humber River-Black Creek,Employment Light Industrial
611,BELLAMY RD NORTH AT LAWRENCE AVE EAST,Scarborough-Guildwood,Commercial Residential
