,stop_name,FTH_FAITH,dist
364,EGLINTON AVE EAST AT JONESVILLE CRES EAST SIDE,Christian,5233000.769429644
365,JANE ST AT CHURCH ST,Christian,5233000.731851738
366,ST CLAIR AVE EAST AT BRIMLEY RD WEST SIDE,Christian,5233000.79050986
367,ST CLAIR AVE EAST AT CLIFTON RD,Christian,5233000.782610633
368,ST CLAIR AVE EAST AT DANFORTH RD,Christian,5233000.789736094
369,ST CLAIR AVE EAST AT ELFREDA BLVD,Christian,5233000.7892254
370,ST CLAIR AVE EAST AT KENNEDY RD,Christian,5233000.789669327
371,ST CLAIR AVE EAST AT VICTORIA PARK AVE,Christian,5233000.787828368
372,ST CLAIR AVE WEST AT BATHURST ST,Christian,5233000.780241082
373,ST CLAIR AVE WEST AT CALEDONIA RD EAST SIDE,Christian,5233000.77838216
374,ST CLAIR AVE WEST AT CALEDONIA RD,Christian,5233000.778155498
375,ST CLAIR AVE WEST AT GUNNS RD,Christian,5233000.777266948
376,ST CLAIR AVE WEST AT LANSDOWNE AVE,Christian,5233000.778536395
377,ST CLAIR AVE WEST AT OLD STOCK YARDS RD,Christian,5233000.777485962
378,ST CLAIR AVE WEST AT RUNNYMEDE RD,Christian,5233000.776848251
379,ST DENNIS DR AT LINKWOOD LANE,Christian,5233000.768995192
380,STEELES AVE EAST AT BIRCHMOUNT RD WEST SIDE,Christian,5233000.673592969
381,STEELES AVE EAST AT BIRCHMOUNT RD,Christian,5233000.673877454
382,STEELES AVE EAST AT DUDLEY AVE,Christian,5233000.669115045
383,STEELES AVE EAST AT MIDDLEFIELD RD,Christian,5233000.675914081
384,STEELES AVE EAST AT QUAIL VALLEY DR,Christian,5233000.671536953
385,STEELES AVE EAST AT WARDEN AVE,Christian,5233000.67358496
386,1750 STEELES AVE WEST,Christian,5233000.665798241
387,STEELES AVE WEST AT BATHURST ST EAST SIDE,Christian,5233000.667870576
388,STEELES AVE WEST AT HIGHWAY 27 EAST SIDE,Christian,5233000.659070309
389,STEELES AVE WEST AT ISLINGTON AVE LOOP,Christian,5233000.660490464
390,STEELES AVE WEST AT JANE ST,Christian,5233000.664119271
391,STEELES AVE WEST AT KEELE ST EAST SIDE,Christian,5233000.665472019
392,STEELES AVE WEST AT MARTIN GROVE RD WEST SIDE,Christian,5233000.65926692
393,STEELES AVE WEST AT MARTIN GROVE RD,Christian,5233000.65956782
394,STEELES AVE WEST AT VILLAGE GATE,Christian,5233000.66808063
395,STEELES AVE WEST AT WESTON RD,Christian,5233000.662311553
396,STEPHEN DR AT THE QUEENSWAY NORTH SIDE,Christian,5233000.813345123
397,STRACHAN AVE AT FLEET ST NORTH SIDE,Christian,5233000.827512593
398,STRACHAN AVE AT FLEET ST,Christian,5233000.827545259
399,RAAB BLVD AT HOSPITAL RD WEST SIDE (K & L WINGS),Christian,5233000.753414023
400,RAAB BLVD AT HOSPITAL RD WEST SIDE (K & L WINGS),Christian,5233000.753418892
401,WELLNESS WAY AT HOSPITAL RD (ODETTE CANCER CENTRE),Christian,5233000.754155549
402,WELLNESS WAY AT HOSPITAL RD (ODETTE CANCER CENTRE),Christian,5233000.754075188
403,HOSPITAL RD AT WELLNESS WAY EAST SIDE (SUNNYBROOK MAIN ENT),Christian,5233000.754011617
404,HOSPITAL RD AT WELLNESS WAY EAST SIDE (SUNNYBROOK MAIN ENT),Christian,5233000.754006031
405,TAPSCOTT RD AT FINCH AVE EAST NORTH SIDE,Christian,5233000.701311574
406,TRANSIT RD AT WILSON AVE NORTH SIDE,Christian,5233000.721666564
407,TRANSIT RD AT WILSON AVE,Christian,5233000.721839793
408,TUSCAN GATE AT ST REGIS CRES (SOUTH),Christian,5233000.694354272
409,VAUGHAN RD AT MAPLEWOOD AVE,Christian,5233000.7769833105
410,VICTORIA PARK AVE AT CRAIGTON DR,Christian,5233000.768836208
411,VICTORIA PARK AVE AT LAWRENCE AVE EAST SOUTH SIDE,Christian,5233000.752643361
412,VICTORIA PARK RD AT MCNICOLL AVE NORTH SIDE,Christian,5233000.684674027
413,VICTORIA PARK AVE AT SHEPPARD AVE EAST NORTH SIDE,Christian,5233000.716118962
414,VICTORIA PARK AVE AT SHEPPARD AVE EAST SOUTH SIDE,Christian,5233000.717259098
415,WARDEN AVE AT DANFORTH RD SOUTH SIDE,Christian,5233000.805406876
416,WARDEN AVE AT SHEPPARD AVE EAST NORTH SIDE,Christian,5233000.716552542
417,WARDEN AVE AT STEELES AVE EAST NORTH SIDE,Christian,5233000.67280936
418,WARDEN AVE AT STEELES AVE EAST SOUTH SIDE,Christian,5233000.6740885135
419,THE WEST MALL AT SHERWAY DR (TRILLIUM HEALTH CTR SOUTH STOP),Christian,5233000.8138473695
420,THE WEST MALL AT QUEENSWAY SOUTH SIDE,Christian,5233000.811179193
421,WESTON RD AT ROGERS RD SOUTH SIDE,Christian,5233000.766738039
422,WESTON RD AT BRADSTOCK RD,Christian,5233000.694665915
423,WESTON RD AT EGLINTON AVE WEST SOUTH SIDE,Christian,5233000.758255436
424,WESTON RD AT FINCH AVE WEST,Christian,5233000.681429846
425,WESTON RD AT OAK ST NORTH SIDE,Christian,5233000.725774376
426,WESTON RD AT ROGERS RD NORTH SIDE,Christian,5233000.765897929
427,WHEELTRANS EXIT AT COMMISSIONERS ST,Christian,5233000.830739208
428,WICKSTEED AVE AT LAIRD DR,Christian,5233000.768485143
429,WILSON AVE AT BILLY BISHOP WAY,Christian,5233000.7229555175
430,WILSON AVE AT KEELE ST EAST SIDE,Christian,5233000.721546445
431,WILSON AVE AT KEELE ST,Christian,5233000.721363673
432,WILSON AVE AT LADY YORK AVE,Christian,5233000.7219570065
433,OPPOSITE 675 WILSON AVE,Christian,5233000.7225258155
434,WILSON AVE AT TRANSIT RD WEST SIDE,Christian,5233000.722613229
435,5800 YONGE ST,Christian,5233000.683345651
436,YONGE ST AT FRONT ST EAST NORTH SIDE,Christian,5233000.825724028
437,YONGE ST AT FRONT ST EAST,Christian,5233000.82638613
438,YONGE ST AT HEATH ST EAST,Christian,5233000.780031556
439,YONGE ST AT HENDON AVE (FINCH STATION),Christian,5233000.685821913
440,YONGE ST AT YORK MILLS RD,Christian,5233000.724980464
441,YORK MILLS RD AT LESMILL RD WEST SIDE,Christian,5233000.728645695
442,YORK MILLS RD AT SANDOVER DR (1222 YORK MILLS),Christian,5233000.729232761
443,YORK MILLS RD AT YONGE ST EAST SIDE,Christian,5233000.72477566
444,YORK MILLS RD AT YONGE ST,Christian,5233000.724492221
445,YORK MILLS RD AT YORK RIDGE RD,Christian,5233000.7258239435
446,BLOOR ST WEST AT WILMAR RD,Christian,5233000.788991243
447,ST CLAIR AVE WEST AT COBALT AVE,Christian,5233000.77712721
448,MARKHAM RD AT GREENCREST CIRCT NORTH SIDE,Christian,5233000.759090413
449,SCARLETT RD AT BERNICE CRES,Christian,5233000.774730028
450,STEELES AVE EAST AT OPPOSITE WALKWAY TO WHITMAN ST,Christian,5233000.669524316
451,SENTINEL RD AT MURRAY ROSS PKWY SOUTH SIDE,Christian,5233000.680114487
452,BERKELEY ST AT FRONT ST EAST SOUTH SIDE,Christian,5233000.825816618
453,VANDERHOOF AVE AT THOMAS ELGIE DR,Christian,5233000.767546637
454,MIDLAND AVE AT DANFORTH RD,Christian,5233000.78330942
455,EGLINTON AVE WEST AT SCARLETT RD,Christian,5233000.754879743
456,CROW TRAIL AT BALDOON RD,Christian,5233000.703994436
457,WARDEN AVE AT LUPIN DR,Christian,5233000.7313606655
458,OVERLEA BLVD AT WILLIAM MORGAN DR,Christian,5233000.776778499
459,JONES AVE AT QUEEN ST EAST,Christian,5233000.822138122
460,BLOOR ST WEST AT PALMERSTON AVE,Christian,5233000.799406425
461,WILSON AVE AT JULIAN RD EAST SIDE (HUMBER RIVER HOSPITAL),Christian,5233000.721260583
462,ST CLAIR AVE WEST AT MARIPOSA AVE,Christian,5233000.776420482
463,STEELES AVE WEST AT SCHOLES RD/BARMAC DR,Christian,5233000.661996795
464,YORK MILLS RD AT LESLIE ST WEST SIDE,Christian,5233000.728144294
465,KING ST WEST AT SPENCER AVE,Christian,5233000.820398969
466,PHARMACY AVE AT SUNDRIDGE DR NORTH SIDE,Christian,5233000.775909004
467,VANDERHOOF AVE AT BRENTCLIFFE RD,Christian,5233000.767301878
468,SPADINA RD AT ARDMORE RD,Christian,5233000.769305372
469,ORTON PARK RD AT LISA RD,Christian,5233000.7558195125
470,THIRTIETH ST AT HORNER AVE SOUTH SIDE,Christian,5233000.826493073
471,STEELES AVE EAST AT BESTVIEW DR EAST SIDE,Christian,5233000.671113317
472,KING ST WEST AT TECUMSETH ST,Christian,5233000.822084153
473,DUFFERIN ST AT GLENCAIRN AVE,Christian,5233000.747936441
474,BLOOR ST EAST AT PARLIAMENT ST,Christian,5233000.803475516
475,WILSON AVE AT WENDELL AVE,Christian,5233000.719278788
476,LAWRENCE AVE EAST AT FORTUNE GATE EAST SIDE,Christian,5233000.757784769
477,LAWRENCE WEST STATION,Christian,5233000.74155335
478,KIPLING AVE AT WIDDICOMBE HILL BLVD,Christian,5233000.749049351
479,BRIMLEY RD AT WALKWAY TO MCCOOL CRT,Christian,5233000.685456535
480,GERRARD ST EAST AT BOWMORE RD,Christian,5233000.812667467
481,HUNTINGWOOD DR AT DAVISBROOK BLVD,Christian,5233000.709987672
482,MORTIMER AVE AT COXWELL AVE (MICHAEL GARRON HOSPITAL),Christian,5233000.797466633
483,O'CONNOR DR AT DON MILLS RD WEST SIDE,Christian,5233000.789021597
484,DUNCAN MILL RD AT VALLEYBROOK DR,Christian,5233000.721476529
485,LAWRENCE AVE EAST AT LESLIE ST WEST SIDE,Christian,5233000.746926281
486,WILSON AVE AT YONGE ST,Christian,5233000.724741648
487,GERRARD ST EAST AT MARJORY AVE,Christian,5233000.81546096
488,FAYWOOD BLVD AT GOODWILL AVE,Christian,5233000.720915457
489,KEELE ST AT FOUR WINDS DR,Christian,5233000.681132027
490,EGLINTON AVE WEST AT ROYAL YORK RD EAST SIDE,Christian,5233000.752738491
491,ANGLESEY BLVD AT PINEHURST CRES NORTH SIDE,Christian,5233000.771059841
492,YORK GATE BLVD AT JANE ST,Christian,5233000.677887559
493,DUPONT ST AT CHRISTIE ST,Christian,5233000.790559442
494,OPPOSITE 724 CALEDONIA RD,Christian,5233000.7521708775
495,SHEPPARD AVE WEST AT NORTHWOOD PARK,Christian,5233000.702236524
496,HARBORD ST AT SPADINA AVE,Christian,5233000.803921633
497,SOUTH SERVICE RD AT TRANSWAY CRES,Christian,5233000.773090173
498,RONCESVALLES AVE AT FERMANAGH AVE,Christian,5233000.807920671
499,SHEPPARD AVE WEST AT BATHURST ST EAST SIDE,Christian,5233000.7054925095
500,THORNCLIFFE PARK DR EAST AT OVERLEA BLVD,Christian,5233000.776298661
501,PHARMACY AVE AT EGLINTON SQ (EAST ENTRANCE),Christian,5233000.772782355
502,DREWRY AVE AT YONGE ST,Christian,5233000.680328682
503,ATTWELL DR AT MCLACHLAN DR NORTH SIDE,Christian,5233000.725366824
504,MCCOWAN RD AT MELDAZY DR (NORTH),Christian,5233000.747605327
505,WARDEN AVE AT CACHET PKWY (SOUTH),Christian,5233000.602472897
506,ELMHURST DR AT MUNCEY AVE,Christian,5233000.704810234
507,PHARMACY AVE AT DOLPHIN DR NORTH SIDE,Christian,5233000.798490372
508,KINGSTON RD AT VICTORIA PARK AVE,Christian,5233000.817969632
509,361 THE WEST MALL,Christian,5233000.782383145
510,ROYAL YORK RD AT BLOOR ST WEST,Christian,5233000.790518383
511,SHEPPARD AVE EAST AT KINGSTON RD NORTH SIDE,Christian,5233000.739819584
512,ROYAL YORK RD AT MELROSE ST,Christian,5233000.81992871
513,125 MILNER AVE,Christian,5233000.727307558
514,MARLEE AVE AT GLENCAIRN AVE,Christian,5233000.748797206
515,MCCOWAN RD AT DENISON ST,Christian,5233000.66444761
516,DON MILLS RD AT HAVENBROOK BLVD,Christian,5233000.715682325
517,WARDEN AVE AT CARLTON RD,Christian,5233000.624185671
518,OVERLEA BLVD AT THORNCLIFFE PARK DR (WEST),Christian,5233000.777132658
519,COLLEGE ST AT SPADINA AVE,Christian,5233000.809436913
520,MIDDLEFIELD RD AT WALKWAY TO BUCKHURST CRES,Christian,5233000.705622805
521,KIPLING AVE AT EVANS AVE,Christian,5233000.816942746
522,MEADOWVALE RD AT GENERATION BLVD,Christian,5233000.729586481
523,SHEPPARD AVE EAST AT SCUNTHORPE RD WEST SIDE,Christian,5233000.720623874
524,BATHURST ST AT SHEPPARD AVE WEST,Christian,5233000.705031223
525,JANE ST AT STONG CRT,Christian,5233000.677997143
526,LESLIE ST AT MCNICOLL AVE,Christian,5233000.679061682
527,ISLINGTON AVE AT FLETCHER PLACE,Christian,5233000.739091123
528,PROGRESS AVE AT BRIMLEY RD WEST SIDE,Christian,5233000.73227237
529,GLENCAIRN AVE AT HAVEN RD,Christian,5233000.747577545
530,KIPLING AVE AT PENLEA AVE,Christian,5233000.682413489
531,WILSON AVE AT AVENUE RD,Christian,5233000.724835948
532,VARNA DR AT LAWRENCE AVE WEST NORTH SIDE,Christian,5233000.741508293
533,KINGSTON RD AT VICTORIA PARK AVE,Christian,5233000.8180502225
534,QUEENS QUAY WEST AT BATHURST ST EAST SIDE BILLY BISHOP AIRPORT,Christian,5233000.831182452
535,SPADINA RD AT DUPONT ST (DUPONT STATION),Christian,5233000.791114533
536,FAYWOOD BLVD AT INVERMAY AVE,Christian,5233000.7190384725
537,BRIMLEY RD AT PITFIELD RD,Christian,5233000.72350781
538,BELFIELD RD AT CITY VIEW DR,Christian,5233000.720206002
539,MILLWOOD RD AT SOUTHVALE DR,Christian,5233000.776613047
540,CARLINGVIEW DR AT DISCO RD SOUTH SIDE,Christian,5233000.716424419
541,BARBER GREENE RD AT BROADPATH RD WEST SIDE,Christian,5233000.753629048
542,COLLEGE ST AT DUFFERIN ST,Christian,5233000.806035866
543,2395 BAYVIEW AVE (BOB RUMBALL CENTRE FOR THE DEAF),Christian,5233000.741109522
544,THISTLE DOWN BLVD AT BENTWICK CRES (EAST),Christian,5233000.691066067
545,DANFORTH AVE AT CARLAW AVE,Christian,5233000.803537875
546,BIRCHMOUNT RD AT FERGUSON GATE,Christian,5233000.665290036
547,NORTH QUEEN ST AT INDEX RD,Christian,5233000.806033196
548,PROGRESS AVE AT COSENTINO DR,Christian,5233000.732310683
549,MORNINGSIDE AVE AT TEFFT RD,Christian,5233000.754648732
550,VAN HORNE AVE AT HOUSTON CRES (WEST),Christian,5233000.698213865
551,ISLINGTON AVE AT PRINCESS MARGARET BLVD SOUTH SIDE,Christian,5233000.756410018
552,DON MILLS RD AT GATEWAY BLVD (SOUTH) NORTH SIDE,Christian,5233000.775582332
553,GRANTBROOK ST AT FINCH AVE WEST NORTH SIDE,Christian,5233000.686511689
554,PARK LAWN RD AT LAKE SHORE BLVD WEST,Christian,5233000.821638004
555,LANSDOWNE AVE AT BLOOR ST WEST,Christian,5233000.797957233
556,DUNCAN MILL RD AT DON MILLS RD WEST SIDE,Christian,5233000.723080187
557,DUNDAS ST WEST AT THE EAST MALL CRES WEST SIDE,Christian,5233000.796248086
558,PHARMACY AVE AT STAMFORD SQ,Christian,5233000.785816985
559,CHURCH ST AT ROSEMOUNT AVE,Christian,5233000.732037713
560,DONLANDS AVE AT ELMSDALE RD,Christian,5233000.787555243
561,KIPLING AVE AT LAKE SHORE BLVD WEST,Christian,5233000.836408279
562,DUNDAS ST EAST AT RIVER ST,Christian,5233000.817338487
563,MIDLAND AVE AT HUNTINGWOOD DR,Christian,5233000.70586201
564,DUNDAS ST WEST AT DUFFERIN ST,Christian,5233000.809202242
565,GUILDWOOD PKWY AT SCARCLIFF GARDENS,Christian,5233000.776875885
566,WARDEN AVE AT BAMBURGH CIR (SOUTH),Christian,5233000.681612674
567,HARBORD ST AT BRUNSWICK AVE,Christian,5233000.803674936
568,BATHURST ST AT QUEEN ST WEST,Christian,5233000.818577331
569,1765 WESTON RD,Christian,5233000.740460112
570,QUEEN ST EAST AT CARROLL ST,Christian,5233000.821655566
571,BIRCHMOUNT RD AT WALKWAY TO RIVER GROVE DR,Christian,5233000.676908745
572,LAKE SHORE BLVD WEST AT THIRTY SEVENTH ST,Christian,5233000.835273432
573,JOHN GARLAND BLVD AT JAMESTOWN CRES (EAST),Christian,5233000.687761521
574,MORNINGSIDE AVE AT MORNINGSIDE PARK,Christian,5233000.746345334
575,NEILSON RD AT SEWELLS RD,Christian,5233000.714216051
576,ROYALCREST RD AT MARTIN GROVE RD WEST SIDE,Christian,5233000.665773784
577,ROYAL YORK RD AT MIMICO AVE,Christian,5233000.827873911
578,MIDLAND AVE AT PARK ST,Christian,5233000.7971314
579,MCCOWAN RD AT SHEPPARD AVE EAST,Christian,5233000.719502673
580,MILITARY TRAIL AT LASH CRT,Christian,5233000.745989824
581,RENFORTH DR AT CONVAIR DR,Christian,5233000.744885925
582,WARDEN AVE AT FAIRFAX CRES,Christian,5233000.7843893645
583,WINEVA AVE AT WILLIAMSON RD SOUTH SIDE,Christian,5233000.82149739
584,MCNICOLL AVE AT HUTCHCROFT AVE EAST SIDE,Christian,5233000.6888066325
585,1360 BIRCHMOUNT RD,Christian,5233000.7510479465
586,LAWRENCE AVE EAST AT OVERTURE RD WEST SIDE,Christian,5233000.758569343
587,SENTINEL RD AT FOUNTAINHEAD RD,Christian,5233000.681967428
588,FINCH AVE EAST AT WALKWAY TO CHESTER LE BLVD,Christian,5233000.697276682
589,SHEPPARD AVE WEST AT BATHURST ST,Christian,5233000.705252456
590,YORK MILLS RD AT HIGHLAND CRES,Christian,5233000.726079201
591,170 NUGGET AVE,Christian,5233000.716010439
592,BATHURST ST AT STEELES AVE WEST,Christian,5233000.667409306
593,SHEPPARD AVE WEST AT OAKDALE RD,Christian,5233000.700741034
594,YONGE ST AT CUMMER AVE,Christian,5233000.680530326
595,MARTIN GROVE RD AT VULCAN ST SOUTH SIDE,Christian,5233000.717745346
596,WARDEN AVE AT ENTERPRISE BLVD,Christian,5233000.643402094
597,MOUNT CASTLE GATE AT STEELES AVE EAST,Christian,5233000.673932602
598,ELLESMERE RD AT MARKHAM RD,Christian,5233000.739493305
599,SHEPPARD AVE EAST AT MARIS SHEPWAY,Christian,5233000.709511831
600,WARDEN AVE AT KINGSTON RD NORTH SIDE,Christian,5233000.814338031
601,LANSDOWNE AVE AT PATON RD,Christian,5233000.795117656
602,AVENUE RD AT ROSELAWN AVE SOUTH SIDE,Christian,5233000.758054229
603,QUEEN ST WEST AT OHARA AVE,Christian,5233000.816657216
604,SCARLETT RD AT ALMA DR,Christian,5233000.74482287
605,RATHBURN RD AT KIPLING AVE WEST SIDE,Christian,5233000.769726723
606,RONCESVALLES AVE AT BOUSTEAD AVE SOUTH SIDE,Christian,5233000.80052713
607,JANE ST AT SHEPPARD AVE WEST,Christian,5233000.701279015
608,FINCH AVE WEST AT YONGE ST (FINCH STATION),Christian,5233000.6879052995
609,LAWRENCE AVE WEST AT ROYAL YORK RD EAST SIDE,Christian,5233000.737702662
610,151 NORFINCH DR,Christian,5233000.672125348
611,BELLAMY RD NORTH AT LAWRENCE AVE EAST,Christian,5233000.7569074975
612,JUDSON ST AT MAGNIFICENT RD,Christian,5233000.823379806
613,GERRARD ST EAST AT PRUST AVE,Christian,5233000.815804144
614,NEILSON RD AT TAPSCOTT RD,Christian,5233000.713806621
615,LAWRENCE AVE WEST AT MARLEE AVE,Christian,5233000.741682451
616,JANE ST AT FALSTAFF AVE,Christian,5233000.726091464
617,SENTINEL RD AT STILECROFT DR (NORTH),Christian,5233000.695229435
618,COXWELL AVE AT DUNDAS ST EAST,Christian,5233000.821059953
619,MARLEE AVE AT WENDERLY DR SOUTH SIDE,Christian,5233000.744201915
620,9350 MARKHAM RD,Christian,5233000.617507881
621,SHEPPARD AVE WEST AT BUCKLAND RD,Christian,5233000.701903752
622,ARLETA AVE AT GRANDRAVINE DR,Christian,5233000.694174512
623,LAIRD DR AT KENRAE RD,Christian,5233000.774682887
624,98 TORYORK DR,Christian,5233000.67568019
625,JANE ST AT MILO PARK GATE,Christian,5233000.673662489
626,SPADINA AVE AT DUNDAS ST WEST NORTH SIDE,Christian,5233000.8143505445
627,WESTON RD AT GAYDON AVE,Christian,5233000.713099138
628,BLOOR ST WEST AT JANE ST,Christian,5233000.795425844
629,BLOOR ST WEST AT RUNNYMEDE RD,Christian,5233000.795847547
630,LAWRENCE AVE EAST AT THE DONWAY EAST,Christian,5233000.748086035
631,BATHURST ST AT ALLINGHAM GARDENS SOUTH SIDE,Christian,5233000.721254364
632,BLOOR ST WEST AT CLENDENAN AVE,Christian,5233000.79617592
633,DAWES RD AT PARK VISTA,Christian,5233000.798166758
634,MORNINGVIEW TRAIL AT OLD FINCH AVE SOUTH SIDE,Christian,5233000.703846857
635,DAVISVILLE AVE AT YONGE ST EAST SIDE,Christian,5233000.771533473
636,DOVERCOURT RD AT HALLAM ST,Christian,5233000.792323179
637,PRINCE EDWARD DR SOUTH AT GLENADEN AVE EAST,Christian,5233000.796883028
638,SUTHERLAND DR AT BESSBOROUGH DR,Christian,5233000.777568002
639,WESTON RD AT EGLINTON AVE WEST,Christian,5233000.757500689
640,PHARMACY AVE AT ELLESMERE RD SOUTH SIDE,Christian,5233000.736067664
641,PECKHAM AVE AT PLEASANT AVE SOUTH SIDE,Christian,5233000.673885586
642,ANGLESEY BLVD AT ROYAL YORK RD WEST SIDE,Christian,5233000.770095682
643,GLENCAIRN AVE AT BATHURST ST,Christian,5233000.749655662
644,KING ST EAST AT RIVER ST,Christian,5233000.821930191
645,KEELE ST AT VICTORY DR,Christian,5233000.7194024855
646,SEWELLS RD AT EMPRINGHAM DR,Christian,5233000.709717079
647,JOHN GARLAND BLVD AT JAMESTOWN CRES (EAST) EAST SIDE,Christian,5233000.687896533
648,DON MILLS RD AT GODSTONE RD,Christian,5233000.70264236
649,BATHURST ST AT SOUTHBOURNE AVE,Christian,5233000.722878943
650,LESLIE ST AT DENLOW BLVD,Christian,5233000.7353289975
651,STEELES AVE EAST AT BIRCHMOUNT RD,Christian,5233000.673631451
652,WILSON AVE AT YONGE BLVD,Christian,5233000.7249437
653,WARDEN AVE AT IONSON BLVD,Christian,5233000.811676494
654,ISLINGTON AVE AT FAIRWAY RD,Christian,5233000.778546328
655,SHEPPARD AVE WEST AT ARROW RD WEST SIDE,Christian,5233000.7001945665
656,WILSON AVE AT FAYWOOD BLVD,Christian,5233000.723051717
657,OSSINGTON AVE AT HEPBOURNE ST,Christian,5233000.80109257
658,IRONSIDE CRES AT MCNICOLL AVE NORTH SIDE,Christian,5233000.689219155
659,VICTORIA PARK AVE AT SLOANE AVE,Christian,5233000.755983718
660,MCNICOLL AVE AT MYERS LANE,Christian,5233000.678098647
661,SHEPPARD AVE EAST AT SHAUGHNESSY BLVD,Christian,5233000.710267508
662,ISLINGTON AVE AT ROWNTREE MILL RD SOUTH SIDE,Christian,5233000.671882634
663,CHURCH ST AT PINE ST,Christian,5233000.731940759
664,1420 KENNEDY RD,Christian,5233000.739065117
665,MARLEE AVE AT STAYNER AVE,Christian,5233000.752927434
666,KEELE ST AT ANNETTE ST,Christian,5233000.786865581
667,3200 PHARMACY AVE,Christian,5233000.691361904
668,BRIMLEY RD AT PROGRESS AVE,Christian,5233000.732139907
669,JANE ST AT WEATHERELL ST SOUTH SIDE,Christian,5233000.793256617
670,PHARMACY AVE AT LAWRENCE AVE EAST,Christian,5233000.752114834
671,WILSON AVE AT RIDLEY BLVD,Christian,5233000.724728436
672,WALSH AVE AT WESTON RD EAST SIDE,Christian,5233000.716659729
673,QUEEN ST EAST AT GREENWOOD AVE,Christian,5233000.822946353
674,KINGSTON RD AT BIRCHCLIFF AVE,Christian,5233000.8129470395
675,NORFINCH DR AT STEELES AVE WEST SOUTH SIDE,Christian,5233000.663920458
676,OPPOSITE 100 ANTIBES DR,Christian,5233000.67975834
677,VICTORIA PARK AVE AT HARE GATE,Christian,5233000.693940862
678,DUNDAS ST WEST AT SORAUREN AVE,Christian,5233000.804098878
679,ROGERS RD AT DUFFERIN ST,Christian,5233000.770619414
680,PAPE AVE AT RIVERCOURT BLVD,Christian,5233000.785566064
681,PARLIAMENT ST AT CARLTON ST,Christian,5233000.811704335
682,LAWRENCE AVE WEST AT CHATSWORTH DR,Christian,5233000.743640039
683,WESTON RD AT FINCH AVE WEST SOUTH SIDE,Christian,5233000.681498342
684,GERRARD ST EAST AT GLENMOUNT PARK RD,Christian,5233000.810506828
685,WARDEN AVE AT LOWCREST BLVD,Christian,5233000.720774878
686,WILSON AVE AT CLAYSON RD,Christian,5233000.719444886
687,LAWRENCE AVE EAST AT FERN MEADOW RD,Christian,5233000.7599609615
688,CUMMER AVE AT SILVERVIEW DR,Christian,5233000.680550393
689,250 NORFINCH DR,Christian,5233000.668322167
690,DUNDAS ST WEST AT SPADINA AVE,Christian,5233000.814785532
691,MIDLAND AVE AT EGLINTON AVE EAST,Christian,5233000.77280245
692,DUNDAS ST WEST AT ISLINGTON AVE,Christian,5233000.7820473295
