,stop_name,closest_station,dist
238,FRESHMEADOW DR AT DON MILLS RD,FINCH AVE EAST AT OLD CUMMER GO STATION,0.02255849392136382
239,FRESHMEADOW DR AT DON MILLS RD,FINCH AVE EAST AT OLD CUMMER GO STATION,0.022421650987389827
240,FRONT ST EAST AT BERKELEY ST,KING ST WEST AT YONGE ST EAST SIDE (KING STATION),0.013691101380095896
241,FRONT ST WEST AT BAY ST EAST SIDE (UNION STATION),FRONT ST WEST AT BAY ST EAST SIDE (UNION STATION),0.0
242,GLEN RD AT SOUTH DR,SHERBOURNE STATION - WESTBOUND PLATFORM,0.005668017731094307
243,LAWSON RD AT KINGSTON RD (HIGHWAY 2A OVERPASS),LAWRENCE AVE EAST AT EAST AVE - ROUGE HILL GO STATION,0.03711273858125427
244,HIGHLAND CREEK OVERPASS AT KINGSTON RD,LAWRENCE AVE EAST AT EAST AVE - ROUGE HILL GO STATION,0.03729927630666058
245,HIGHLAND CREEK OVERPASS AT KINGSTON RD,LAWRENCE AVE EAST AT EAST AVE - ROUGE HILL GO STATION,0.03707116546590416
246,HIGHWAY 27 AT QUEENS PLATE DR (WOODBINE MALL),BELFIELD RD AT SHAFT RD WEST SIDE - ETOBICOKE NORTH GO STATION,0.0361693298804372
247,HUMBER COLLEGE BLVD AT CARRIER DR,BELFIELD RD AT SHAFT RD WEST SIDE - ETOBICOKE NORTH GO STATION,0.054786971307054816
248,HUMBER COLLEGE BLVD AT HUMBERLINE DR SOUTH SIDE,BELFIELD RD AT SHAFT RD WEST SIDE - ETOBICOKE NORTH GO STATION,0.050547326586075476
249,HUMBER COLLEGE BLVD AT HUMBERLINE DR,BELFIELD RD AT SHAFT RD WEST SIDE - ETOBICOKE NORTH GO STATION,0.05124355105767352
250,HUMBERLINE DR AT HUMBER COLLEGE BLVD WEST SIDE,BELFIELD RD AT SHAFT RD WEST SIDE - ETOBICOKE NORTH GO STATION,0.051298138523729914
251,HUMBERLINE DR AT HUMBER COLLEGE BLVD,BELFIELD RD AT SHAFT RD WEST SIDE - ETOBICOKE NORTH GO STATION,0.05113989982390999
252,ISLINGTON AVE AT BLOOR ST WEST NORTH SIDE,ISLINGTON AVE AT ISLINGTON STATION,0.00030958843647957846
253,ISLINGTON AVE AT BLOOR ST WEST,ISLINGTON AVE AT ISLINGTON STATION,0.0008752468223267168
254,ISLINGTON AVE AT BLOOR ST WEST,ISLINGTON AVE AT ISLINGTON STATION,0.0003046325655635358
255,ISLINGTON AVE AT CENTRAL PARK ROADWAY SOUTH SIDE,ISLINGTON STATION - WESTBOUND PLATFORM,0.0028271289323231813
256,ISLINGTON AVE AT FINCH AVE WEST,KIPLING AVE AT BELFIELD RD - ETOBICOKE NORTH GO STATION,0.041080580424331097
257,JANE ST AT ANNETTE ST,JANE STATION - WESTBOUND PLATFORM,0.009081496903042335
258,JANE ST AT TRETHEWEY DR,WESTON RD AT WRIGHT AVE (WESTON GO STATION),0.008298725805804442
259,JANE ST AT FINCH AVE WEST SOUTH SIDE,PIONEER VILLAGE STATION,0.0219786262764505
260,JANE ST AT HEATHROW DR,WESTON RD AT WRIGHT AVE (WESTON GO STATION),0.02658122408769379
261,JANE ST AT HULLMAR DR,HIGHWAY 407 STATION - NORTHBOUND PLATFORM,0.010807536490796698
262,JANE ST AT HULLMAR DR,HIGHWAY 407 STATION - NORTHBOUND PLATFORM,0.010175124814959198
263,JANE ST AT LAMBTON AVE,WESTON RD AT WRIGHT AVE (WESTON GO STATION),0.02187093651401082
264,JANE ST AT PRITCHARD AVE,OLD MILL STATION,0.01952394796140996
265,JANE ST AT WRIGHT AVE,WESTON RD AT WRIGHT AVE (WESTON GO STATION),0.007972918725285058
266,JANE ST AT STEELES AVE WEST,HIGHWAY 407 STATION - NORTHBOUND PLATFORM,0.008304871461974566
267,JOHN GARLAND BLVD AT FINCH AVE WEST SOUTH SIDE,BELFIELD RD AT SHAFT RD WEST SIDE - ETOBICOKE NORTH GO STATION,0.04196927471376721
268,JOHN GARLAND BLVD AT FINCH AVE WEST,BELFIELD RD AT SHAFT RD WEST SIDE - ETOBICOKE NORTH GO STATION,0.04215264149493291
269,KEELE ST AT FINCH AVE WEST NORTH SIDE (FINCH WEST STATION),KEELE ST AT FINCH AVE WEST NORTH SIDE (FINCH WEST STATION),0.0
270,KEELE ST AT FINCH AVE WEST,KEELE ST AT FINCH AVE WEST NORTH SIDE (FINCH WEST STATION),0.00042978715662322757
271,ST CLAIR AVE WEST AT KEELE ST/ WESTON RD,HIGH PARK STATION,0.018396170389512672
272,CRESCENT RD AT SOUTH DR (WEST),ROSEDALE STATION - SOUTHBOUND PLATFORM,0.005777752158061789
273,GERRARD ST EAST AT BLACKBURN ST,BROADVIEW STATION - WESTBOUND PLATFORM,0.0124157621191774
274,LANSDOWNE AVE AT SEAFORTH AVE,LANSDOWNE AVE AT WADE AVE (LANSDOWNE STATION),0.017132450846273656
275,SCARLETT RD AT FOXWELL ST,OLD MILL STATION,0.019807885803381917
276,EGLINTON AVE WEST AT MARTIN GROVE RD,BELFIELD RD AT SHAFT RD - ETOBICOKE NORTH GO STATION,0.029458293365369016
277,RANEE AVE AT YORKDALE STATION,RANEE AVE AT YORKDALE STATION,0.0
278,DIXON RD AT 950 DIXON RD,RENFORTH STATION,0.024608620704947758
279,MCCOWAN RD AT KENHATCH BLVD,SHEPPARD AVE EAST AT REIDMOUNT AVE - AGINCOURT GO STATION,0.027139836734954972
280,BLOOR ST WEST AT MARKLAND DR (EAST) EAST SIDE,KIPLING STATION,0.03437508290898485
281,ST CLAIR AVE WEST AT OLD WESTON RD,KEELE STATION,0.018148211206614327
282,BELFIELD RD AT KIPLING AVE,KIPLING AVE AT BELFIELD RD - ETOBICOKE NORTH GO STATION,0.000402279753406813
283,LLOYD MANOR RD AT FIRWOOD CRES NORTH SIDE,KIPLING STATION,0.03181846800209205
284,MCCOWAN RD LOOP AT STEELES AVE EAST,MCCOWAN RD AT BULLOCK DR - CENTENNIAL GO STATION,0.041428969043409515
285,MAYBROOK DR AT NEWMILL GATE,SHEPPARD AVE EAST AT REIDMOUNT AVE - AGINCOURT GO STATION,0.04740567992340868
286,QUEEN ST WEST AT SOHO ST,QUEEN ST WEST AT UNIVERSITY AVE (OSGOODE STATION),0.006472632617407661
287,STEELES AVE EAST AT DON MILLS RD,FINCH AVE EAST AT OLD CUMMER GO STATION,0.02361080737713309
288,BATHURST ST AT ST CLAIR AVE WEST NORTH SIDE,ST CLAIR WEST STATION,0.0028072714510675675
289,THE BRIDLE PATH AT LAWRENCE AVE EAST SOUTH SIDE,MILLWOOD RD AT VILLAGE STATION RD,0.03185931187267221
290,MIDLAND AVE AT STEELES AVE EAST SOUTH SIDE,SHEPPARD AVE EAST AT REIDMOUNT AVE - AGINCOURT GO STATION,0.04302651300070812
291,KINGSTON RD AT MCNAB BLVD EAST SIDE,EGLINTON AVE EAST AT BELLAMY RD NORTH - EGLINTON GO STATION,0.0119623885992774
292,KIPLING AVE AT JUTLAND RD,KIPLING STATION,0.012238494351836847
293,OAKDALE RD AT SHEPPARD AVE WEST NORTH SIDE,WESTON RD AT WRIGHT AVE (WESTON GO STATION),0.0416148181541161
294,PARKSIDE DR AT HIGH PARK BLVD,KEELE STATION - EASTBOUND PLATFORM,0.01120001075892063
295,GUILDWOOD PKWY AT NAVARRE CRES,KINGSTON RD AT CELESTE DR EAST SIDE - GUILDWOOD GO STATION,0.011608820095080168
296,MIDLAND AVE AT BOARHILL DR,SHEPPARD AVE EAST AT REIDMOUNT AVE - AGINCOURT GO STATION,0.015685451412061787
297,EGLINTON AVE EAST AT WYNFORD DR WEST SIDE,MILLWOOD RD AT VILLAGE STATION RD,0.039106282423675004
298,CHAPLIN CRES AT AVENUE RD,DAVISVILLE STATION - NORTHBOUND PLATFORM,0.008569397703454775
299,ELLESMERE RD AT HELICON GATE WEST SIDE,MCCOWAN STATION - PLATFORM,0.028749005443660675
300,GLENCAIRN AVE AT DANESBURY AVE,GLENCAIRN STATION,0.0056765257860701725
301,THE ESPLANADE AT PRINCESS ST,KING ST WEST AT YONGE ST EAST SIDE (KING STATION),0.011993677709529103
302,DAVISVILLE AVE AT PAILTON CRES,DAVISVILLE STATION,0.0051048451494573035
303,JANE ST AT DUNDAS ST WEST,OLD MILL STATION,0.015653123043019045
304,EGLINTON AVE EAST AT LEBOVIC AVE EAST SIDE,WARDEN STATION - EASTBOUND PLATFORM,0.019154951422541863
305,1100 BELLAMY RD NORTH,MCCOWAN STATION - PLATFORM,0.008801502144518353
306,WELLESLEY ST EAST AT ONTARIO ST,SHERBOURNE STATION - EASTBOUND PLATFORM,0.006010185438063198
307,DAVISVILLE AVE AT BELLE AYRE BLVD,DAVISVILLE STATION,0.013850484251464327
308,DANFORTH AVE AT WOODBINE AVE,WOODBINE STATION,0.000680897202221358
309,RAILSIDE RD AT CODECO CRT EAST SIDE,DON MILLS STATION - WESTBOUND PLATFORM,0.04387721774451635
310,HENRIETTA ST AT RUNNYMEDE RD,RUNNYMEDE STATION - WESTBOUND PLATFORM,0.02039687588823689
311,WATERBURY DR AT MARTIN GROVE RD,BELFIELD RD AT SHAFT RD - ETOBICOKE NORTH GO STATION,0.016584052218925106
312,ST CLAIR AVE EAST AT DENVALE RD,WOODBINE STATION - WESTBOUND PLATFORM,0.018749003946876532
313,BIRCHMOUNT RD AT ASHTONBEE RD,EGLINTON AVE EAST AT KENNEDY STATION,0.011618795290394869
314,MCCOWAN RD AT SANDHURST CIR (NORTH),SHEPPARD AVE EAST AT REIDMOUNT AVE - AGINCOURT GO STATION,0.03143575855614726
315,CLONMORE DR AT CORNELL AVE,VICTORIA PARK STATION - EASTBOUND PLATFORM,0.013082602569827493
316,QUEEN ST EAST AT JONES AVE,DONLANDS STATION - EASTBOUND PLATFORM,0.019013066033649252
317,LESLIE ST AT COMMISSIONERS ST,GREENWOOD STATION - EASTBOUND PLATFORM,0.026360398726123658
318,16 THE DONWAY EAST - OPPOSITE DON MILLS COLLEGIATE,MILLWOOD RD AT VILLAGE STATION RD,0.038165255992853954
319,VICTORIA PARK AVE AT SLOANE AVE,WARDEN STATION,0.03984254361859489
320,1915 MARTIN GROVE RD,BELFIELD RD AT SHAFT RD WEST SIDE - ETOBICOKE NORTH GO STATION,0.05154312692299086
321,AVENUE RD AT DUPONT ST,YONGE ST AT ALCORN AVE (SUMMERHILL STATION),0.0077488182970067345
322,SHORNCLIFFE AVE AT NORTH QUEEN ST,KIPLING STATION,0.015228563753680802
323,HIGH PARK AVE AT GLENLAKE AVE,HIGH PARK STATION,0.0030552657822226492
324,THE WESTWAY AT SUN ROW DR EAST SIDE,KIPLING AVE AT BELFIELD RD - ETOBICOKE NORTH GO STATION,0.027464661949498554
325,O'CONNOR DR AT RALSTON AVE WEST SIDE,COXWELL STATION - WESTBOUND PLATFORM,0.014510421151712055
326,ST CLAIR AVE WEST AT OAKWOOD AVE,DUFFERIN STATION - EASTBOUND PLATFORM,0.018669052600491353
327,FINCH AVE WEST AT WOODBINE DOWNS BLVD,BELFIELD RD AT SHAFT RD WEST SIDE - ETOBICOKE NORTH GO STATION,0.04966806604851832
328,EGLINTON AVE WEST AT BLACKTHORN AVE,EGLINTON WEST STATION,0.029947707441468595
329,YONGE ST AT SHUTER ST,QUEEN STATION - NORTHBOUND PLATFORM,0.0009607439825491073
330,DUFFERIN ST AT DUFFERIN PARK AVE,DUFFERIN ST AT BLOOR ST WEST (DUFFERIN STATION),0.0029510703143138346
331,MAPLE LEAF DR AT CULFORD RD,WESTON RD AT WRIGHT AVE (WESTON GO STATION),0.024767446053238194
332,KEELE ST AT BROADOAKS DR,KEELE ST AT FINCH AVE WEST NORTH SIDE (FINCH WEST STATION),0.00703867693533385
333,WILSON HEIGHTS BLVD AT CODSELL AVE,OPPOSITE 1042 SHEPPARD AVE WEST- SHEPPARD WEST STATION,0.004636896591468106
334,DAVISVILLE AVE AT MT PLEASANT RD,DAVISVILLE STATION,0.010485181591182733
335,SHEPPARD AVE EAST AT BROWNSPRING RD,SCARBOROUGH CENTRE STATION,0.015139484403378412
336,MT PLEASANT RD AT GLENGOWAN RD,LAWRENCE AVE AT YONGE ST (LAWRENCE STATION),0.008690415697766005
337,MAYBROOK DR AT MCNICOLL AVE NORTH SIDE,SHEPPARD AVE EAST AT REIDMOUNT AVE - AGINCOURT GO STATION,0.04535481136550408
338,GENTIAN DR AT WELLESWORTH DR,RENFORTH STATION,0.008868319457475913
339,KENNEDY RD AT JADE ST,SHEPPARD AVE EAST AT REIDMOUNT AVE - AGINCOURT GO STATION,0.003207960411220315
340,FINCH AVE WEST AT GRANTBROOK ST WEST SIDE,FINCH AVE WEST AT YONGE ST (FINCH STATION),0.015839743716355405
341,BRIMLEY RD AT DENNETT DR,SHEPPARD AVE EAST AT REIDMOUNT AVE - AGINCOURT GO STATION,0.01618116068149463
342,QUEEN ST EAST AT COXWELL AVE,COXWELL STATION,0.01882386328573734
343,FINCHDENE SQ AT TORHAM PL,MCCOWAN STATION - PLATFORM,0.04807036119065073
344,ANNETTE ST AT KEELE ST,KEELE ST AT BLOOR ST WEST (KEELE STATION),0.008911513900570425
345,UPHILL AVE AT CHURCH ST,WESTON RD AT WRIGHT AVE (WESTON GO STATION),0.010676487296858968
346,KENNEDY RD AT RANSTONE GARDENS,LAWRENCE EAST STATION - SOUTHBOUND PLATFORM,0.008194899877369991
347,KENNEDY RD AT PARK ST,ST CLAIR AVE EAST AT LINDEN AVE - SCARBOROUGH GO STATION,0.00836469778294144
348,ISLINGTON AVE AT NORDIN AVE,ISLINGTON STATION,0.019669424419643797
349,NEILSON RD AT OPP WALKWAY TO BLACKWATER CRES & KESSACK CRT,MCCOWAN STATION - PLATFORM,0.041071932180015654
350,SHORNCLIFFE RD AT DUNDAS ST WEST,KIPLING STATION,0.009812038728010645
351,SLOANE AVE AT TROPHY DR,WARDEN STATION,0.03494823031285059
352,SHEPPARD AVE WEST AT JANE ST,KEELE ST AT FINCH AVE WEST NORTH SIDE (FINCH WEST STATION),0.032922963232374355
353,NIGHTSTAR RD AT POGONIA ST,MCCOWAN STATION - PLATFORM,0.05549439935704835
354,MORNINGSIDE AVE AT MILNER AVE,KINGSTON RD AT CELESTE DR EAST SIDE - GUILDWOOD GO STATION,0.04287525890301058
355,JONES AVE AT QUEEN ST EAST NORTH SIDE,DONLANDS STATION - EASTBOUND PLATFORM,0.018812098899374578
356,DIXON RD AT ISLINGTON AVE EAST SIDE,KIPLING AVE AT BELFIELD RD - ETOBICOKE NORTH GO STATION,0.018796296576711613
357,GREENWOOD AVE AT DUNDAS ST EAST,GREENWOOD STATION - WESTBOUND PLATFORM,0.015376212277412713
358,KINGSTON RD AT GLEN MANOR DR,MAIN STREET STATION - EASTBOUND PLATFORM,0.011358331215449257
359,DAVENPORT RD AT DUFFERIN ST,DUFFERIN STATION - WESTBOUND PLATFORM,0.013453814329026335
360,GERRARD ST EAST AT NORWOOD RD,MAIN STREET STATION,0.005477018623300185
361,HULLMAR DR AT BAMFORD CRES,HIGHWAY 407 STATION - NORTHBOUND PLATFORM,0.01582501437598207
362,KENNEDY RD AT DANCY AVE NORTH SIDE,SHEPPARD AVE EAST AT REIDMOUNT AVE - AGINCOURT GO STATION,0.025943300040669498
363,VAN HORNE AVE AT HOBART DR,DON MILLS STATION,0.012052414363940786
364,EGLINTON AVE EAST AT JONESVILLE CRES EAST SIDE,WARDEN STATION,0.03021321692570318
365,JANE ST AT CHURCH ST,WESTON RD AT WRIGHT AVE (WESTON GO STATION),0.012367462350858626
366,ST CLAIR AVE EAST AT BRIMLEY RD WEST SIDE,ST CLAIR AVE EAST AT LINDEN AVE - SCARBOROUGH GO STATION,0.01395347275770519
367,ST CLAIR AVE EAST AT CLIFTON RD,ST CLAIR STATION,0.00778656098672761
368,ST CLAIR AVE EAST AT DANFORTH RD,ST CLAIR AVE EAST AT LINDEN AVE - SCARBOROUGH GO STATION,0.0042120499759674785
369,ST CLAIR AVE EAST AT ELFREDA BLVD,WARDEN STATION - EASTBOUND PLATFORM,0.005859892831786299
370,ST CLAIR AVE EAST AT KENNEDY RD,ST CLAIR AVE EAST AT LINDEN AVE - SCARBOROUGH GO STATION,0.0055403950220154876
371,ST CLAIR AVE EAST AT VICTORIA PARK AVE,VICTORIA PARK STATION - WESTBOUND PLATFORM,0.015701842726254873
372,ST CLAIR AVE WEST AT BATHURST ST,ST CLAIR WEST STATION,0.0027291658066100253
373,ST CLAIR AVE WEST AT CALEDONIA RD EAST SIDE,DUNDAS WEST STATION - EASTBOUND PLATFORM,0.018177267231350235
374,ST CLAIR AVE WEST AT CALEDONIA RD,DUNDAS WEST STATION - EASTBOUND PLATFORM,0.018380753466601986
375,ST CLAIR AVE WEST AT GUNNS RD,HIGH PARK STATION - EASTBOUND PLATFORM,0.01849913868265307
376,ST CLAIR AVE WEST AT LANSDOWNE AVE,LANSDOWNE AVE AT WADE AVE (LANSDOWNE STATION),0.01846314729400081
377,ST CLAIR AVE WEST AT OLD STOCK YARDS RD,HIGH PARK STATION - WESTBOUND PLATFORM,0.01824182756743777
378,ST CLAIR AVE WEST AT RUNNYMEDE RD,RUNNYMEDE STATION - WESTBOUND PLATFORM,0.01850257811765695
379,ST DENNIS DR AT LINKWOOD LANE,MILLWOOD RD AT VILLAGE STATION RD,0.034627157044720386
380,STEELES AVE EAST AT BIRCHMOUNT RD WEST SIDE,SHEPPARD AVE EAST AT REIDMOUNT AVE - AGINCOURT GO STATION,0.04973627192502946
381,STEELES AVE EAST AT BIRCHMOUNT RD,SHEPPARD AVE EAST AT REIDMOUNT AVE - AGINCOURT GO STATION,0.04918709767814959
382,STEELES AVE EAST AT DUDLEY AVE,YONGE ST AT BISHOP AVE NORTH SIDE (FINCH STATION),0.01681007569882272
383,STEELES AVE EAST AT MIDDLEFIELD RD,MCCOWAN RD AT BULLOCK DR - CENTENNIAL GO STATION,0.04367100000000003
384,STEELES AVE EAST AT QUAIL VALLEY DR,FINCH AVE EAST AT OLD CUMMER GO STATION,0.01969289803457121
385,STEELES AVE EAST AT WARDEN AVE,DON MILLS STATION,0.04797136112307004
386,1750 STEELES AVE WEST,FINCH WEST STATION,0.023938777015552366
387,STEELES AVE WEST AT BATHURST ST EAST SIDE,YONGE ST AT HENDON AVE (FINCH STATION),0.030371409713727874
388,STEELES AVE WEST AT HIGHWAY 27 EAST SIDE,BELFIELD RD AT SHAFT RD WEST SIDE - ETOBICOKE NORTH GO STATION,0.06942813931684627
389,STEELES AVE WEST AT ISLINGTON AVE LOOP,HIGHWAY 407 STATION - NORTHBOUND PLATFORM,0.0562665457354564
390,STEELES AVE WEST AT JANE ST,HIGHWAY 407 STATION - NORTHBOUND PLATFORM,0.008241655173566462
391,STEELES AVE WEST AT KEELE ST EAST SIDE,PIONEER VILLAGE STATION,0.01561536045053213
392,STEELES AVE WEST AT MARTIN GROVE RD WEST SIDE,BELFIELD RD AT SHAFT RD WEST SIDE - ETOBICOKE NORTH GO STATION,0.06563830287263693
393,STEELES AVE WEST AT MARTIN GROVE RD,BELFIELD RD AT SHAFT RD WEST SIDE - ETOBICOKE NORTH GO STATION,0.0650604817074109
394,STEELES AVE WEST AT VILLAGE GATE,YONGE ST AT HENDON AVE (FINCH STATION),0.027487620049748883
395,STEELES AVE WEST AT WESTON RD,HIGHWAY 407 STATION - NORTHBOUND PLATFORM,0.026074456255113312
396,STEPHEN DR AT THE QUEENSWAY NORTH SIDE,JANE STATION - WESTBOUND PLATFORM,0.0189064481328428
397,STRACHAN AVE AT FLEET ST NORTH SIDE,KING ST WEST AT UNIVERSITY AVE WEST SIDE (ST ANDREW STATION),0.02608036909247905
398,STRACHAN AVE AT FLEET ST,KING ST WEST AT UNIVERSITY AVE WEST SIDE (ST ANDREW STATION),0.026337957418898585
399,RAAB BLVD AT HOSPITAL RD WEST SIDE (K & L WINGS),LAWRENCE AVE AT YONGE ST (LAWRENCE STATION),0.025833659322673435
400,RAAB BLVD AT HOSPITAL RD WEST SIDE (K & L WINGS),LAWRENCE AVE AT YONGE ST (LAWRENCE STATION),0.02607107441206755
401,WELLNESS WAY AT HOSPITAL RD (ODETTE CANCER CENTRE),LAWRENCE AVE AT YONGE ST (LAWRENCE STATION),0.024431772612716184
402,WELLNESS WAY AT HOSPITAL RD (ODETTE CANCER CENTRE),LAWRENCE AVE AT YONGE ST (LAWRENCE STATION),0.024465987697199532
403,HOSPITAL RD AT WELLNESS WAY EAST SIDE (SUNNYBROOK MAIN ENT),LAWRENCE AVE AT YONGE ST (LAWRENCE STATION),0.02528239881814644
404,HOSPITAL RD AT WELLNESS WAY EAST SIDE (SUNNYBROOK MAIN ENT),LAWRENCE AVE AT YONGE ST (LAWRENCE STATION),0.025400787094097564
405,TAPSCOTT RD AT FINCH AVE EAST NORTH SIDE,MCCOWAN STATION - PLATFORM,0.0420627934046218
406,TRANSIT RD AT WILSON AVE NORTH SIDE,WILSON STATION,0.0010792779994052459
407,TRANSIT RD AT WILSON AVE,WILSON STATION,0.0016529857833601882
408,TUSCAN GATE AT ST REGIS CRES (SOUTH),SHEPPARD AVE WEST AT VITTI ST (DOWNSVIEW PARK STATION),0.003399104882168666
409,VAUGHAN RD AT MAPLEWOOD AVE,ST CLAIR WEST STATION - NORTHBOUND PLATFORM,0.005964502074777542
410,VICTORIA PARK AVE AT CRAIGTON DR,WARDEN STATION,0.02786407674766129
411,VICTORIA PARK AVE AT LAWRENCE AVE EAST SOUTH SIDE,LAWRENCE EAST STATION,0.040297097290000215
412,VICTORIA PARK RD AT MCNICOLL AVE NORTH SIDE,DON MILLS STATION,0.03001743243516745
413,VICTORIA PARK AVE AT SHEPPARD AVE EAST NORTH SIDE,DON MILLS STATION,0.02208318738316304
414,VICTORIA PARK AVE AT SHEPPARD AVE EAST SOUTH SIDE,DON MILLS STATION,0.022284966636729436
415,WARDEN AVE AT DANFORTH RD SOUTH SIDE,VICTORIA PARK STATION - EASTBOUND PLATFORM,0.013316583683509612
416,WARDEN AVE AT SHEPPARD AVE EAST NORTH SIDE,SHEPPARD AVE EAST AT REIDMOUNT AVE - AGINCOURT GO STATION,0.02336277145373913
417,WARDEN AVE AT STEELES AVE EAST NORTH SIDE,DON MILLS STATION,0.048873598291920756
418,WARDEN AVE AT STEELES AVE EAST SOUTH SIDE,DON MILLS STATION,0.04768060832245606
419,THE WEST MALL AT SHERWAY DR (TRILLIUM HEALTH CTR SOUTH STOP),KIPLING STATION,0.03698884249337578
420,THE WEST MALL AT QUEENSWAY SOUTH SIDE,KIPLING STATION,0.03654438082660629
421,WESTON RD AT ROGERS RD SOUTH SIDE,HIGH PARK STATION - WESTBOUND PLATFORM,0.028844486509559966
422,WESTON RD AT BRADSTOCK RD,KIPLING AVE AT BELFIELD RD - ETOBICOKE NORTH GO STATION,0.04170637181534835
423,WESTON RD AT EGLINTON AVE WEST SOUTH SIDE,WESTON RD AT WRIGHT AVE (WESTON GO STATION),0.02464047345324746
424,WESTON RD AT FINCH AVE WEST,HIGHWAY 407 STATION - NORTHBOUND PLATFORM,0.036697456069865374
425,WESTON RD AT OAK ST NORTH SIDE,WESTON RD AT WRIGHT AVE (WESTON GO STATION),0.02481763052751282
426,WESTON RD AT ROGERS RD NORTH SIDE,HIGH PARK STATION - WESTBOUND PLATFORM,0.02968864351902954
427,WHEELTRANS EXIT AT COMMISSIONERS ST,DONLANDS STATION - EASTBOUND PLATFORM,0.027146524676278233
428,WICKSTEED AVE AT LAIRD DR,MILLWOOD RD AT VILLAGE STATION RD,0.01018294348407936
429,WILSON AVE AT BILLY BISHOP WAY,WILSON STATION,0.0024108266217281638
430,WILSON AVE AT KEELE ST EAST SIDE,DOWNSVIEW PARK STATION - SOUTHBOUND PLATFORM,0.02648135036209275
431,WILSON AVE AT KEELE ST,DOWNSVIEW PARK STATION - SOUTHBOUND PLATFORM,0.02656100397198256
432,WILSON AVE AT LADY YORK AVE,WILSON STATION,0.014026004705547494
433,OPPOSITE 675 WILSON AVE,WILSON STATION,0.004421122594987655
434,WILSON AVE AT TRANSIT RD WEST SIDE,WILSON STATION,0.002881541601297185
435,5800 YONGE ST,YONGE ST AT BISHOP AVE NORTH SIDE (FINCH STATION),0.00225138268626244
436,YONGE ST AT FRONT ST EAST NORTH SIDE,KING STATION - SOUTHBOUND PLATFORM,0.0012480004006449404
437,YONGE ST AT FRONT ST EAST,KING STATION - SOUTHBOUND PLATFORM,0.0019172493317244263
438,YONGE ST AT HEATH ST EAST,YONGE ST AT ST CLAIR AVE WEST (ST CLAIR STATION),0.0016922062522041106
439,YONGE ST AT HENDON AVE (FINCH STATION),YONGE ST AT HENDON AVE (FINCH STATION),0.0
440,YONGE ST AT YORK MILLS RD,YORK MILLS STATION - SOUTHBOUND PLATFORM,0.0006952416845965976
441,YORK MILLS RD AT LESMILL RD WEST SIDE,LESLIE ST AT ORIOLE GO STATION SOUTH SIDE,0.016364614049834147
442,YORK MILLS RD AT SANDOVER DR (1222 YORK MILLS),DON MILLS STATION,0.020917870493911795
443,YORK MILLS RD AT YONGE ST EAST SIDE,YORK MILLS STATION - NORTHBOUND PLATFORM,0.0004637035691032021
444,YORK MILLS RD AT YONGE ST,YORK MILLS STATION - NORTHBOUND PLATFORM,0.0002251443981146492
445,YORK MILLS RD AT YORK RIDGE RD,YORK MILLS STATION,0.004193444049934758
446,BLOOR ST WEST AT WILMAR RD,KIPLING STATION,0.008789707162358119
447,ST CLAIR AVE WEST AT COBALT AVE,RUNNYMEDE STATION - EASTBOUND PLATFORM,0.01831945599628959
448,MARKHAM RD AT GREENCREST CIRCT NORTH SIDE,BELLAMY RD NORTH AT EGLINTON AVE EAST NORTH SIDE - EGLINTON GO STATION,0.018940059793994452
449,SCARLETT RD AT BERNICE CRES,OLD MILL STATION,0.017023772789838812
450,STEELES AVE EAST AT OPPOSITE WALKWAY TO WHITMAN ST,YONGE ST AT BISHOP AVE NORTH SIDE (FINCH STATION),0.01966586102870037
451,SENTINEL RD AT MURRAY ROSS PKWY SOUTH SIDE,FINCH WEST STATION - NORTHBOUND PLATFORM,0.010203259283183956
452,BERKELEY ST AT FRONT ST EAST SOUTH SIDE,KING ST WEST AT YONGE ST EAST SIDE (KING STATION),0.013436705697464238
453,VANDERHOOF AVE AT THOMAS ELGIE DR,MILLWOOD RD AT VILLAGE STATION RD,0.011526026635403142
454,MIDLAND AVE AT DANFORTH RD,ST CLAIR AVE EAST AT LINDEN AVE - SCARBOROUGH GO STATION,0.007174264910076521
455,EGLINTON AVE WEST AT SCARLETT RD,WESTON RD AT WRIGHT AVE (WESTON GO STATION),0.014165232966665855
456,CROW TRAIL AT BALDOON RD,MCCOWAN STATION - PLATFORM,0.04350272975343063
457,WARDEN AVE AT LUPIN DR,ELLESMERE STATION,0.02487593947975313
458,OVERLEA BLVD AT WILLIAM MORGAN DR,MILLWOOD RD AT VILLAGE STATION RD,0.0172526425222366
459,JONES AVE AT QUEEN ST EAST,DONLANDS STATION - EASTBOUND PLATFORM,0.018551404933318562
460,BLOOR ST WEST AT PALMERSTON AVE,BATHURST STATION - WESTBOUND PLATFORM,0.0015697725950054025
461,WILSON AVE AT JULIAN RD EAST SIDE (HUMBER RIVER HOSPITAL),DOWNSVIEW PARK STATION - SOUTHBOUND PLATFORM,0.03113293203345652
462,ST CLAIR AVE WEST AT MARIPOSA AVE,OLD MILL STATION,0.018199973901075125
463,STEELES AVE WEST AT SCHOLES RD/BARMAC DR,HIGHWAY 407 STATION - NORTHBOUND PLATFORM,0.03510039556756998
464,YORK MILLS RD AT LESLIE ST WEST SIDE,LESLIE ST AT ORIOLE GO STATION SOUTH SIDE,0.014100794303872215
